code,signal_date,buy_date,buy,sell_date,sell,pnl_pct,hold_days,exit_reason,platform,still_open
600030,2022-12-09,2022-12-12,18.7,2022-12-20,18.2,-2.67379679144385,6,破平台止损,18.27,False
002603,2022-12-12,2022-12-13,47.59,2022-12-15,41.5,-12.796806051691533,2,破平台止损,44.97,False
600941,2022-12-12,2022-12-13,62.97,2022-12-14,63.28,0.49229791964426894,1,破平台止损,63.49,False
002271,2022-12-13,2022-12-14,27.55,2022-12-21,25.6,-7.078039927404712,5,破平台止损,25.68,False
002415,2022-12-13,2022-12-14,31.17,2022-12-29,30.31,-2.7590632017966077,11,破MA20,30.07,False
300661,2022-12-13,2022-12-14,111.58,2022-12-15,108.56,-2.706578239827928,1,破平台止损,108.33,False
600000,2022-12-13,2022-12-14,6.6,2022-12-15,6.52,-1.2121212121212088,1,破平台止损,6.58,False
600019,2022-12-13,2022-12-14,4.99,2022-12-20,4.88,-2.2044088176352727,4,破MA20,4.87,False
600132,2022-12-13,2022-12-14,109.03,2023-01-04,105.01,-3.6870586077226375,14,破MA20,103.66,False
688009,2022-12-13,2022-12-14,4.34,2022-12-16,4.27,-1.6129032258064613,2,破平台止损,4.31,False
002142,2022-12-14,2022-12-15,29.6,2022-12-16,28.75,-2.871621621621623,1,破平台止损,29.27,False
601825,2022-12-14,2022-12-15,4.78,2022-12-16,4.68,-2.092050209205032,1,破平台止损,4.78,False
603899,2022-12-14,2022-12-15,47.9,2022-12-16,47.54,-0.7515657620041694,1,破平台止损,48.1,False
605499,2022-12-14,2022-12-15,101.84,2022-12-16,100.03,-1.7772977219167374,1,破平台止损,100.41,False
300433,2022-12-15,2022-12-16,10.52,2022-12-20,10.09,-4.087452471482889,2,破平台止损,10.42,False
002027,2022-12-16,2022-12-19,5.56,2023-02-02,5.79,4.136690647482033,27,破MA20,5.06,False
300999,2022-12-16,2022-12-19,44.37,2022-12-20,43.19,-2.659454586432275,1,破平台止损,43.87,False
600000,2022-12-16,2022-12-19,6.6,2022-12-20,6.48,-1.8181818181818077,1,破平台止损,6.58,False
600029,2022-12-16,2022-12-19,7.73,2022-12-20,7.65,-1.0349288486416586,1,破平台止损,7.72,False
600031,2022-12-16,2022-12-19,15.71,2022-12-21,14.9,-5.155951623169964,2,破平台止损,15.4,False
600115,2022-12-16,2022-12-19,5.74,2022-12-21,5.62,-2.0905923344947785,2,破平台止损,5.66,False
601888,2022-12-16,2022-12-19,209.01,2023-01-03,206.1,-1.392277881441073,10,破MA20,199.46,False
603369,2022-12-16,2022-12-19,44.84,2022-12-21,43.29,-3.4567350579839506,2,破平台止损,43.6,False
688036,2022-12-16,2022-12-19,51.24,2022-12-20,50.26,-1.9125683060109422,1,破平台止损,50.43,False
688009,2022-12-20,2022-12-21,4.4,2022-12-23,4.3,-2.272727272727282,2,破平台止损,4.31,False
600019,2022-12-21,2022-12-22,5.0,2022-12-23,4.82,-3.599999999999992,1,破平台止损,4.87,False
601021,2022-12-21,2022-12-22,62.97,2023-01-04,59.93,-4.827695728124503,8,破MA20,57.19,False
002271,2022-12-22,2022-12-23,26.89,2022-12-27,26.62,-1.004090740052066,2,破MA20,25.68,False
600600,2022-12-22,2022-12-23,97.76,2022-12-27,99.46,1.738952536824856,2,破平台止损,98.95,False
000001,2022-12-23,2022-12-26,10.65,2022-12-27,10.55,-0.9389671361502261,1,破平台止损,10.66,False
601628,2022-12-23,2022-12-26,34.66,2022-12-27,34.21,-1.2983266012694616,1,破平台止损,34.4,False
603369,2022-12-23,2022-12-26,45.52,2023-03-07,56.62,24.38488576449911,45,破MA20,43.6,False
603899,2022-12-23,2022-12-26,49.63,2023-01-04,48.1,-3.0828128148297385,6,破MA20,48.1,False
605499,2022-12-23,2022-12-26,100.2,2022-12-27,98.36,-1.8363273453093854,1,破平台止损,100.41,False
600029,2022-12-26,2022-12-27,7.93,2022-12-29,7.57,-4.5397225725094525,2,破平台止损,7.72,False
688009,2022-12-26,2022-12-27,4.44,2022-12-30,4.36,-1.8018018018018056,3,破MA20,4.31,False
300999,2022-12-27,2022-12-28,44.04,2022-12-29,42.59,-3.292461398728419,1,破平台止损,43.87,False
600030,2022-12-27,2022-12-28,18.35,2022-12-29,18.2,-0.8174386920981047,1,破MA20,18.27,False
601318,2022-12-27,2022-12-28,37.94,2022-12-30,38.42,1.265155508697946,2,破MA20,37.54,False
300979,2022-12-28,2022-12-29,50.65,2022-12-30,50.24,-0.8094768015794562,1,破平台止损,50.12,False
601628,2022-12-28,2022-12-29,34.81,2023-01-18,34.18,-1.809824762999146,13,破平台止损,34.4,False
002415,2022-12-30,2023-01-03,31.12,2023-01-04,30.73,-1.2532133676092516,1,破MA20,30.07,False
600030,2022-12-30,2023-01-03,18.09,2023-01-04,18.24,0.8291873963515606,1,破平台止损,18.27,False
002352,2023-01-03,2023-01-04,53.51,2023-01-05,53.65,0.26163333956270574,1,破平台止损,53.35,False
600029,2023-01-04,2023-01-05,7.8,2023-01-09,7.66,-1.7948717948717885,2,破平台止损,7.72,False
601825,2023-01-04,2023-01-05,4.78,2023-01-06,4.79,0.20920502092049986,1,破平台止损,4.78,False
601888,2023-01-04,2023-01-05,206.86,2023-01-31,207.24,0.1836991201779048,13,破MA20,199.46,False
300979,2023-01-05,2023-01-06,49.77,2023-02-06,53.8,8.097247337753654,16,破MA20,50.12,False
600031,2023-01-05,2023-01-06,15.36,2023-02-06,15.57,1.3671875,16,破MA20,15.4,False
000651,2023-01-09,2023-01-10,27.88,2023-02-07,27.84,-0.1434720229555153,15,破平台止损,27.7,False
600036,2023-01-09,2023-01-10,32.39,2023-02-06,32.34,-0.15436863229391085,14,破MA20,31.38,False
601021,2023-01-09,2023-01-10,60.59,2023-01-11,60.6,0.016504373659009808,1,破MA20,57.19,False
002555,2023-01-10,2023-01-11,16.98,2023-03-01,18.17,7.008244994110724,30,破MA20,15.93,False
300999,2023-01-10,2023-01-11,44.08,2023-01-12,43.62,-1.0435571687840262,1,破平台止损,43.87,False
600029,2023-01-10,2023-01-11,7.83,2023-01-12,7.62,-2.6819923371647514,1,破平台止损,7.72,False
000001,2023-01-11,2023-01-12,12.11,2023-02-06,11.56,-4.541701073492977,12,破MA20,11.74,False
002648,2023-01-12,2023-01-13,14.93,2023-02-17,16.18,8.372404554588076,20,破MA20,14.73,False
300059,2023-01-12,2023-01-13,17.41,2023-02-09,17.82,2.3549684089603673,14,破MA20,16.9,False
300347,2023-01-12,2023-01-13,107.12,2023-02-07,111.1,3.715459297983559,12,破MA20,102.49,False
601009,2023-01-12,2023-01-13,8.63,2023-01-17,8.56,-0.8111239860950192,2,破平台止损,8.66,False
300413,2023-01-13,2023-01-16,31.18,2023-01-18,30.64,-1.7318794098781232,2,破平台止损,31.07,False
600702,2023-01-13,2023-01-16,169.09,2023-01-20,161.26,-4.630670057365904,4,破平台止损,161.6,False
601328,2023-01-13,2023-01-16,4.04,2023-02-17,4.03,-0.24752475247524774,19,破MA20,3.96,False
300408,2023-01-16,2023-01-17,31.19,2023-02-08,31.32,0.41680025649246666,11,破MA20,30.55,False
002352,2023-01-18,2023-01-19,56.07,2023-01-31,54.38,-3.0140895309434645,3,破平台止损,55.11,False
600489,2023-01-18,2023-01-19,7.84,2023-02-09,7.86,0.25510204081633514,10,破MA20,7.81,False
600674,2023-01-18,2023-01-19,11.66,2023-02-20,11.65,-0.08576329331045907,17,破MA20,11.37,False
000661,2023-01-19,2023-01-20,199.63,2023-02-01,189.37,-5.139508089966438,3,破平台止损,188.53,False
300498,2023-01-19,2023-01-20,19.35,2023-01-30,19.28,-0.36175710594315014,1,破平台止损,19.37,False
300760,2023-01-19,2023-01-20,313.82,2023-02-01,306.25,-2.412210821490024,3,破平台止损,307.31,False
300896,2023-01-19,2023-01-20,427.7,2023-01-31,408.56,-4.475099368716384,2,破平台止损,413.47,False
600436,2023-01-19,2023-01-20,303.13,2023-02-07,289.06,-4.641572922508496,7,破MA20,287.4,False
601601,2023-01-19,2023-01-20,23.34,2023-02-01,23.38,0.1713796058268935,3,破平台止损,23.39,False
000425,2023-01-20,2023-01-30,5.21,2023-03-16,6.26,20.153550863723613,33,破MA20,5.12,False
603986,2023-01-20,2023-01-30,124.05,2023-02-01,112.9,-8.988311164852881,2,破平台止损,113.91,False
600019,2023-01-31,2023-02-01,5.34,2023-02-13,5.26,-1.4981273408239737,8,破MA20,5.15,False
601377,2023-01-31,2023-02-01,6.44,2023-02-06,6.2,-3.7267080745341685,3,破平台止损,6.3,False
000776,2023-02-01,2023-02-02,16.73,2023-02-03,15.88,-5.080693365212197,1,破平台止损,16.36,False
002236,2023-02-01,2023-02-02,11.54,2023-04-25,21.04,82.32235701906414,57,破MA20,11.25,False
002415,2023-02-01,2023-02-02,32.6,2023-03-13,33.64,3.1901840490797584,27,破MA20,31.62,False
002920,2023-02-01,2023-02-02,128.96,2023-02-13,117.86,-8.607320099255588,7,破平台止损,120.7,False
300750,2023-02-01,2023-02-02,246.99,2023-02-07,232.35,-5.927365480383829,3,破平台止损,233.13,False
000858,2023-02-02,2023-02-03,184.78,2023-02-09,175.69,-4.919363567485657,4,破MA20,174.74,False
300498,2023-02-02,2023-02-03,19.24,2023-02-06,18.81,-2.234927234927231,1,破平台止损,19.37,False
688036,2023-02-02,2023-02-03,55.28,2023-02-20,54.49,-1.4290882778581704,11,破平台止损,54.96,False
600845,2023-02-03,2023-02-06,32.38,2023-02-20,30.94,-4.4471896232242125,10,破平台止损,31.18,False
000301,2023-02-06,2023-02-07,15.26,2023-02-08,15.17,-0.5897771952817821,1,破平台止损,15.3,False
300413,2023-02-07,2023-02-08,34.08,2023-02-22,32.23,-5.428403755868549,10,破MA20,31.07,False
601600,2023-02-07,2023-02-08,5.08,2023-02-13,4.94,-2.7559055118110187,3,破平台止损,4.98,False
300347,2023-02-08,2023-02-09,113.29,2023-02-16,113.6,0.2736340365433687,5,破MA20,112.98,False
300979,2023-02-08,2023-02-09,54.14,2023-02-10,54.26,0.22164758034723953,1,破MA20,54.11,False
600039,2023-02-08,2023-02-09,7.5,2023-03-22,7.87,4.933333333333345,29,破MA20,7.22,False
600276,2023-02-08,2023-02-09,42.13,2023-02-24,42.7,1.3529551388559158,11,破MA20,42.44,False
600702,2023-02-08,2023-02-09,174.69,2023-02-27,180.76,3.4747266586524717,12,破MA20,168.35,False
000301,2023-02-09,2023-02-10,15.38,2023-02-17,14.9,-3.1209362808842678,5,破平台止损,15.3,False
000651,2023-02-09,2023-02-10,28.11,2023-02-13,28.06,-0.1778726431874822,1,破平台止损,28.17,False
000661,2023-02-09,2023-02-10,187.75,2023-02-13,186.57,-0.6284953395472748,1,破平台止损,188.53,False
000708,2023-02-09,2023-02-10,16.03,2023-03-09,16.81,4.865876481596998,19,破MA20,15.78,False
002594,2023-02-09,2023-02-10,92.6,2023-02-13,90.38,-2.39740820734341,1,破平台止损,92.57,False
300750,2023-02-09,2023-02-10,233.65,2023-02-13,232.6,-0.4493901134175138,1,破平台止损,233.13,False
601728,2023-02-09,2023-02-10,4.4,2023-02-13,4.36,-0.909090909090915,1,破平台止损,4.41,False
300033,2023-02-13,2023-02-14,83.91,2023-02-20,79.46,-5.303301156000484,4,破平台止损,82.91,False
300979,2023-02-13,2023-02-14,56.27,2023-02-15,54.79,-2.6301759374444678,1,破MA20,54.11,False
000063,2023-02-14,2023-02-15,26.73,2023-03-31,30.36,13.58024691358024,32,破MA20,26.3,False
000651,2023-02-14,2023-02-15,28.5,2023-02-16,28.24,-0.9122807017543866,1,破MA20,28.17,False
600809,2023-02-14,2023-02-15,277.18,2023-02-16,277.44,0.09380186160616866,1,破平台止损,276.32,False
300408,2023-02-15,2023-02-16,32.74,2023-02-17,31.77,-2.9627367135003135,1,破平台止损,32.33,False
603605,2023-02-16,2023-02-17,123.69,2023-03-13,125.16,1.1884550084889645,16,破MA20,118.98,False
601600,2023-02-17,2023-02-20,5.13,2023-03-13,5.12,-0.19493177387913674,15,破MA20,4.98,False
688009,2023-02-17,2023-02-20,4.52,2023-03-29,5.02,11.061946902654874,27,破MA20,4.51,False
000301,2023-02-20,2023-02-21,15.45,2023-02-28,15.32,-0.8414239482200547,5,破MA20,15.3,False
600132,2023-02-20,2023-02-21,116.51,2023-03-08,111.6,-4.214230538151242,11,破MA20,111.58,False
600754,2023-02-20,2023-02-21,60.7,2023-02-23,58.94,-2.8995057660626156,2,破平台止损,58.87,False
600584,2023-02-21,2023-02-22,27.99,2023-02-24,27.99,0.0,2,破平台止损,27.82,False
600674,2023-02-21,2023-02-22,11.9,2023-03-27,12.18,2.35294117647058,23,破MA20,11.72,False
002493,2023-02-23,2023-02-24,13.16,2023-02-27,12.95,-1.5957446808510745,1,破平台止损,13.17,False
600176,2023-02-23,2023-02-24,14.23,2023-02-27,13.91,-2.248770203794803,1,破平台止损,13.99,False
600346,2023-02-23,2023-02-24,16.55,2023-02-27,16.28,-1.631419939577039,1,破平台止损,16.55,False
600585,2023-02-23,2023-02-24,26.56,2023-03-08,25.4,-4.367469879518071,8,破MA20,25.36,False
002230,2023-02-24,2023-02-27,48.1,2023-02-28,48.17,0.1455301455301372,1,破平台止损,48.2,False
605499,2023-02-24,2023-02-27,112.81,2023-03-09,111.84,-0.8598528499246472,8,破平台止损,111.38,False
000568,2023-02-27,2023-02-28,223.1,2023-03-01,221.77,-0.596145226355882,1,破平台止损,222.92,False
000338,2023-02-28,2023-03-01,11.03,2023-03-07,10.74,-2.6291931097008114,4,破平台止损,11.01,False
600584,2023-02-28,2023-03-01,27.75,2023-03-08,27.0,-2.7027027027026973,5,破平台止损,27.82,False
000895,2023-03-01,2023-03-02,21.79,2023-03-08,21.11,-3.1206975676915993,4,破平台止损,21.52,False
002230,2023-03-01,2023-03-02,49.25,2023-03-08,48.43,-1.6649746192893389,4,破MA20,48.2,False
002493,2023-03-01,2023-03-02,13.22,2023-03-07,12.78,-3.3282904689863946,3,破平台止损,13.17,False
600754,2023-03-01,2023-03-02,59.05,2023-03-13,58.06,-1.6765453005927133,7,破平台止损,58.87,False
603993,2023-03-01,2023-03-02,5.63,2023-03-06,5.51,-2.131438721136769,2,破平台止损,5.57,False
601601,2023-03-02,2023-03-03,26.1,2023-03-08,24.7,-5.363984674329513,3,破平台止损,25.03,False
000877,2023-03-03,2023-03-06,9.58,2023-03-07,9.28,-3.131524008350739,1,破平台止损,9.5,False
600019,2023-03-03,2023-03-06,5.88,2023-03-13,5.59,-4.931972789115646,5,破平台止损,5.71,False
601872,2023-03-03,2023-03-06,6.81,2023-03-08,6.52,-4.258443465491924,2,破平台止损,6.62,False
000938,2023-03-06,2023-03-07,25.68,2023-03-08,24.7,-3.816199376947038,1,破平台止损,25.14,False
300442,2023-03-06,2023-03-07,30.83,2023-04-12,35.88,16.380149205319515,25,破MA20,28.87,False
000651,2023-03-08,2023-03-09,30.88,2023-03-13,29.94,-3.0440414507771907,2,破平台止损,30.28,False
001965,2023-03-08,2023-03-09,7.54,2023-03-13,7.45,-1.1936339522546358,2,破平台止损,7.49,False
600845,2023-03-08,2023-03-09,33.53,2023-04-20,38.23,14.017297942141349,29,破MA20,33.18,False
600989,2023-03-08,2023-03-09,14.66,2023-03-13,14.07,-4.024556616643926,2,破MA20,13.87,False
601633,2023-03-08,2023-03-09,32.61,2023-03-10,31.78,-2.5452315240723666,1,破MA20,31.45,False
601728,2023-03-08,2023-03-09,5.61,2023-03-28,5.53,-1.4260249554367221,13,破MA20,5.4,False
688777,2023-03-08,2023-03-09,65.03,2023-03-27,66.35,2.029832385053032,12,破MA20,63.84,False
601939,2023-04-03,2023-04-04,4.95,2023-05-24,5.42,9.49494949494949,32,破MA20,4.95,False
003816,2023-04-04,2023-04-06,2.74,2023-05-22,2.9,5.8394160583941535,29,破MA20,2.68,False
601225,2023-04-04,2023-04-06,15.28,2023-04-07,15.16,-0.7853403141361182,1,破平台止损,15.14,False
600600,2023-04-06,2023-04-07,112.92,2023-04-13,107.31,-4.968119022316686,4,破平台止损,107.31,False
601328,2023-04-06,2023-04-07,4.3,2023-05-24,4.76,10.697674418604652,30,破MA20,4.25,False
601398,2023-04-06,2023-04-07,3.71,2023-05-24,4.07,9.7035040431267,30,破MA20,3.66,False
601607,2023-04-06,2023-04-07,19.55,2023-05-12,20.36,4.143222506393851,22,破MA20,19.2,False
601857,2023-04-06,2023-04-07,5.11,2023-05-15,6.15,20.352250489236788,23,破MA20,4.83,False
600029,2023-04-07,2023-04-10,8.21,2023-04-12,8.09,-1.461632155907444,2,破平台止损,8.06,False
600406,2023-04-07,2023-04-10,20.61,2023-04-11,20.49,-0.5822416302765698,1,破平台止损,20.76,False
601186,2023-04-10,2023-04-11,9.01,2023-05-15,9.98,10.765815760266385,21,破MA20,8.85,False
601727,2023-04-10,2023-04-11,4.61,2023-04-24,4.54,-1.5184381778741929,9,破MA20,4.53,False
601899,2023-04-10,2023-04-11,12.03,2023-04-25,11.89,-1.163757273482946,10,破MA20,11.48,False
300498,2023-04-11,2023-04-12,19.96,2023-04-13,19.47,-2.454909819639284,1,破平台止损,19.8,False
301269,2023-04-11,2023-04-12,127.31,2023-04-19,122.74,-3.589663027256307,5,破MA20,121.68,False
600085,2023-04-11,2023-04-12,51.85,2023-04-13,51.14,-1.369334619093543,1,破平台止损,51.53,False
600584,2023-04-11,2023-04-12,34.99,2023-04-14,34.68,-0.8859674192626565,2,破平台止损,34.43,False
601288,2023-04-11,2023-04-12,2.64,2023-05-24,2.86,8.333333333333325,27,破MA20,2.5,False
601766,2023-04-11,2023-04-12,6.1,2023-05-08,6.15,0.819672131147553,15,破MA20,5.75,False
603019,2023-04-11,2023-04-12,40.75,2023-05-12,45.54,11.754601226993856,19,破MA20,38.7,False
688008,2023-04-11,2023-04-12,73.23,2023-04-19,70.21,-4.123992899085083,5,破平台止损,70.32,False
000100,2023-04-12,2023-04-13,3.96,2023-04-14,3.89,-1.7676767676767624,1,破平台止损,3.98,False
002371,2023-04-12,2023-04-13,215.37,2023-05-09,221.49,2.841621395737559,15,破MA20,208.33,False
601390,2023-04-12,2023-04-13,7.09,2023-05-10,7.61,7.334273624823706,16,破MA20,6.9,False
688256,2023-04-12,2023-04-13,134.8,2023-05-08,136.13,0.9866468842729903,14,破MA20,122.72,False
688981,2023-04-12,2023-04-13,58.7,2023-04-27,57.3,-2.385008517887577,10,破MA20,56.66,False
600886,2023-04-14,2023-04-17,10.4,2023-06-02,11.47,10.288461538461547,31,破MA20,10.29,False
600085,2023-04-17,2023-04-18,51.49,2023-04-19,51.29,-0.3884249368809489,1,破平台止损,51.53,False
688041,2023-04-17,2023-04-18,78.69,2023-05-11,77.46,-1.5630956919557848,14,破MA20,76.86,False
300498,2023-04-20,2023-04-21,19.78,2023-04-24,19.43,-1.7694641051567261,1,破平台止损,19.8,False
301269,2023-04-20,2023-04-21,124.33,2023-04-24,114.43,-7.962679964610309,1,破平台止损,121.68,False
600085,2023-04-20,2023-04-21,52.01,2023-04-24,51.46,-1.0574889444337598,1,破平台止损,51.53,False
601211,2023-04-20,2023-04-21,13.52,2023-04-24,13.12,-2.9585798816568087,1,破平台止损,13.37,False
601919,2023-04-20,2023-04-21,8.02,2023-04-24,7.89,-1.6209476309226867,1,破平台止损,7.88,False
688008,2023-04-20,2023-04-21,75.0,2023-04-25,67.84,-9.54666666666666,2,破平台止损,70.32,False
688981,2023-05-08,2023-05-09,58.96,2023-05-10,52.26,-11.363636363636365,1,破平台止损,56.66,False
600660,2023-07-28,2023-07-31,34.14,2023-08-15,33.79,-1.0251903925014738,11,破MA20,32.93,False
603659,2023-07-31,2023-08-01,38.41,2023-08-09,37.93,-1.249674563915637,6,破平台止损,38.17,False
000338,2023-08-02,2023-08-03,11.44,2023-08-04,11.51,0.6118881118881037,1,破平台止损,11.51,False
000786,2023-08-02,2023-08-03,25.53,2023-08-08,25.02,-1.9976498237367912,3,破平台止损,25.36,False
002271,2023-08-02,2023-08-03,23.88,2023-08-08,23.72,-0.670016750418756,3,破平台止损,24.12,False
600031,2023-08-02,2023-08-03,16.5,2023-08-08,16.58,0.48484848484846577,3,破平台止损,16.61,False
600989,2023-08-02,2023-08-03,13.13,2023-08-08,12.84,-2.2086824067022115,3,破平台止损,12.85,False
000157,2023-08-03,2023-08-04,6.23,2023-08-10,5.99,-3.8523274478330705,4,破平台止损,6.06,False
600690,2023-08-03,2023-08-04,22.43,2023-08-08,21.81,-2.764155149353553,2,破平台止损,22.07,False
601877,2023-08-03,2023-08-04,26.13,2023-08-09,25.39,-2.8319938767699893,3,破平台止损,25.75,False
300408,2023-08-04,2023-08-07,31.71,2023-08-15,31.05,-2.081362346263005,6,破平台止损,31.36,False
000338,2023-08-07,2023-08-08,11.5,2023-08-09,11.35,-1.30434782608696,1,破平台止损,11.51,False
600309,2023-08-07,2023-08-08,91.28,2023-08-14,88.17,-3.407099035933392,4,破平台止损,90.52,False
601899,2023-08-07,2023-08-08,12.11,2023-08-11,12.02,-0.7431874483897594,3,破MA20,11.98,False
000301,2023-08-10,2023-08-11,12.69,2023-08-14,12.17,-4.097714736012604,1,破平台止损,12.41,False
000776,2023-08-10,2023-08-11,15.57,2023-08-14,14.78,-5.073859987154794,1,破平台止损,15.37,False
300059,2023-08-10,2023-08-11,16.52,2023-08-14,15.53,-5.992736077481842,1,破平台止损,16.73,False
600958,2023-08-10,2023-08-11,10.66,2023-08-14,10.11,-5.159474671669795,1,破平台止损,10.65,False
601211,2023-08-10,2023-08-11,14.69,2023-08-14,14.07,-4.220558202859081,1,破平台止损,14.62,False
601985,2023-08-10,2023-08-11,7.09,2023-08-14,6.88,-2.961918194640334,1,破平台止损,7.06,False
601916,2024-02-08,2024-02-19,2.33,2024-04-17,2.54,9.012875536480692,40,破MA20,2.33,False
600660,2024-02-20,2024-02-21,37.44,2024-03-19,39.35,5.101495726495742,19,破MA20,36.07,False
601838,2024-02-20,2024-02-21,11.55,2024-03-14,11.74,1.6450216450216493,16,破MA20,11.15,False
000651,2024-02-22,2024-02-23,33.12,2024-03-18,33.54,1.26811594202898,16,破MA20,31.16,False
600028,2024-02-22,2024-02-23,5.71,2024-03-13,5.43,-4.903677758318747,13,破MA20,5.24,False
600887,2024-02-22,2024-02-23,25.31,2024-03-11,24.72,-2.3310944290794167,11,破MA20,24.58,False
000039,2024-02-23,2024-02-26,8.58,2024-02-27,8.32,-3.0303030303030276,1,破平台止损,8.49,False
600015,2024-02-27,2024-02-28,5.55,2024-03-13,5.52,-0.5405405405405461,10,破平台止损,5.57,False
600362,2024-02-27,2024-02-28,18.26,2024-02-29,18.1,-0.8762322015334112,1,破平台止损,18.32,False
601166,2024-02-27,2024-02-28,14.05,2024-03-14,13.82,-1.6370106761565917,11,破MA20,13.76,False
601318,2024-02-27,2024-02-28,37.93,2024-02-29,37.34,-1.5554969680991237,1,破平台止损,37.83,False
601336,2024-02-27,2024-02-28,30.41,2024-02-29,29.51,-2.95955277869121,1,破平台止损,29.98,False
601728,2024-02-27,2024-02-28,5.34,2024-02-29,5.28,-1.1235955056179692,1,破MA20,5.25,False
601788,2024-02-27,2024-02-28,16.62,2024-02-29,15.81,-4.873646209386284,1,破平台止损,16.26,False
603806,2024-02-27,2024-02-28,19.01,2024-03-25,19.33,1.6833245660178742,18,破MA20,18.3,False
000983,2024-02-29,2024-03-01,10.22,2024-03-12,9.89,-3.228962818003911,7,破平台止损,10.13,False
600938,2024-02-29,2024-03-01,22.93,2024-03-25,24.86,8.416921064108163,16,破MA20,20.96,False
601138,2024-02-29,2024-03-01,18.08,2024-03-28,21.28,17.699115044247815,19,破MA20,17.55,False
601766,2024-02-29,2024-03-01,5.99,2024-03-20,5.99,0.0,13,破MA20,5.66,False
688009,2024-02-29,2024-03-01,4.6,2024-03-26,4.9,6.521739130434789,17,破MA20,4.45,False
600362,2024-03-01,2024-03-04,18.47,2024-04-24,23.09,25.013535462912827,35,破MA20,18.32,False
601318,2024-03-01,2024-03-04,37.53,2024-03-05,37.02,-1.3589128697042319,1,破平台止损,37.83,False
601336,2024-03-01,2024-03-04,30.0,2024-03-05,29.02,-3.2666666666666733,1,破平台止损,29.98,False
601728,2024-03-01,2024-03-04,5.33,2024-03-08,5.28,-0.9380863039399556,4,破MA20,5.25,False
601788,2024-03-01,2024-03-04,16.39,2024-03-05,16.09,-1.8303843807199516,1,破平台止损,16.26,False
000725,2024-03-05,2024-03-06,3.95,2024-03-21,3.91,-1.0126582278481067,11,破MA20,3.88,False
601006,2024-03-05,2024-03-06,6.74,2024-03-07,6.66,-1.1869436201780381,1,破平台止损,6.75,False
000039,2024-03-06,2024-03-07,9.11,2024-03-13,8.39,-7.903402854006569,4,破平台止损,8.74,False
601788,2024-03-06,2024-03-07,16.11,2024-03-08,16.11,0.0,1,破平台止损,16.26,False
000792,2024-03-08,2024-03-11,16.73,2024-03-25,16.21,-3.1081888822474535,10,破平台止损,16.55,False
002230,2024-03-08,2024-03-11,49.78,2024-03-26,48.78,-2.0088388911209343,11,破平台止损,49.59,False
601872,2024-03-08,2024-03-11,6.95,2024-04-30,7.74,11.366906474820148,34,破MA20,6.67,False
601989,2024-03-08,2024-03-11,4.76,2024-03-13,4.56,-4.201680672268915,2,破平台止损,4.67,False
600026,2024-03-11,2024-03-12,13.72,2024-03-14,13.4,-2.3323615160349864,2,破平台止损,13.28,False
601318,2024-03-11,2024-03-12,37.92,2024-03-14,37.21,-1.8723628691983185,2,破平台止损,37.83,False
601788,2024-03-11,2024-03-12,16.49,2024-03-14,16.11,-2.304426925409331,2,破平台止损,16.26,False
603288,2024-03-11,2024-03-12,37.09,2024-03-21,37.96,2.3456457266109343,7,破MA20,35.62,False
600887,2024-03-12,2024-03-13,25.0,2024-03-14,24.55,-1.8000000000000016,1,破MA20,24.58,False
601899,2024-03-13,2024-03-14,14.43,2024-04-24,16.13,11.781011781011784,27,破MA20,13.44,False
000975,2024-03-15,2024-03-18,15.65,2024-04-24,17.31,10.607028753993596,25,破MA20,15.17,False
600015,2024-03-15,2024-03-18,5.53,2024-03-19,5.55,0.3616636528028794,1,破MA20,5.57,False
600519,2024-03-15,2024-03-18,1558.56,2024-03-19,1547.66,-0.6993635150395194,1,破平台止损,1568.56,False
600809,2024-03-15,2024-03-18,235.86,2024-03-29,231.52,-1.8400746205376128,9,破MA20,228.78,False
601166,2024-03-15,2024-03-18,13.87,2024-03-19,13.88,0.07209805335257613,1,破MA20,13.76,False
000858,2024-03-18,2024-03-19,138.55,2024-04-09,131.9,-4.7997112955611705,13,破MA20,128.69,False
600600,2024-03-18,2024-03-19,79.16,2024-03-26,78.07,-1.3769580596260766,5,破平台止损,78.14,False
600547,2024-03-19,2024-03-20,24.61,2024-04-24,28.7,16.619260463226325,23,破MA20,24.22,False
002493,2024-03-20,2024-03-21,10.58,2024-03-28,10.4,-1.7013232514177634,5,破平台止损,10.52,False
300750,2024-03-20,2024-03-21,177.12,2024-04-15,181.17,2.286585365853644,15,破MA20,169.02,False
600406,2024-03-20,2024-03-21,23.04,2024-03-25,22.92,-0.5208333333333259,2,破平台止损,22.79,False
601618,2024-03-20,2024-03-21,3.3,2024-03-25,3.21,-2.7272727272727226,2,破平台止损,3.23,False
601788,2024-03-20,2024-03-21,16.41,2024-03-25,15.96,-2.7422303473491727,2,破平台止损,16.26,False
600015,2024-03-21,2024-03-22,5.59,2024-05-07,5.89,5.366726296958846,27,破MA20,5.57,False
300896,2024-03-22,2024-03-25,230.2,2024-04-08,215.78,-6.264118158123367,8,破平台止损,225.99,False
600026,2024-03-22,2024-03-25,15.11,2024-04-12,14.94,-1.1250827266710783,12,破MA20,13.28,False
600276,2024-03-22,2024-03-25,45.37,2024-04-03,44.53,-1.8514436852545613,7,破平台止损,45.23,False
