code,signal_date,buy_date,buy,sell_date,sell,pnl_pct,hold_days,exit_reason,platform,still_open
601127,2024-03-22,2024-03-25,98.52,2024-03-26,93.74,-4.851806739748277,1,破MA20,88.0,False
603019,2024-03-22,2024-03-25,53.27,2024-03-26,50.93,-4.392716350666426,1,破平台止损,53.19,False
688256,2024-03-22,2024-03-25,121.7,2024-03-27,114.0,-6.327033689400164,2,破平台止损,120.51,False
600009,2024-03-25,2024-03-26,35.25,2024-03-27,34.71,-1.5319148936170146,1,破平台止损,34.85,False
601390,2024-03-25,2024-03-26,6.29,2024-04-15,6.28,-0.15898251192368873,12,破MA20,6.06,False
300433,2024-03-26,2024-03-27,12.98,2024-03-28,12.6,-2.927580893682591,1,破平台止损,12.79,False
600233,2024-03-26,2024-03-27,14.16,2024-03-28,13.87,-2.0480225988700584,1,破平台止损,14.01,False
601618,2024-03-26,2024-03-27,3.26,2024-03-28,3.21,-1.5337423312883347,1,破平台止损,3.23,False
600160,2024-03-28,2024-03-29,22.92,2024-04-11,21.1,-7.940663176265272,7,破MA20,20.56,False
600600,2024-03-28,2024-03-29,79.5,2024-04-02,77.72,-2.238993710691828,2,破平台止损,78.14,False
600989,2024-03-28,2024-03-29,14.53,2024-04-24,15.33,5.50584996558845,16,破MA20,14.48,False
300433,2024-03-29,2024-04-01,13.2,2024-04-11,12.86,-2.5757575757575757,6,破MA20,12.79,False
600009,2024-03-29,2024-04-01,35.28,2024-04-09,35.01,-0.7653061224489832,4,破MA20,34.85,False
600031,2024-03-29,2024-04-01,13.97,2024-04-24,14.44,3.364352183249819,15,破MA20,13.51,False
601077,2024-03-29,2024-04-01,3.98,2024-04-02,3.98,0.0,1,破平台止损,4.01,False
002027,2024-04-01,2024-04-02,5.97,2024-04-29,6.11,2.345058626465679,17,破MA20,5.88,False
600233,2024-04-01,2024-04-02,14.7,2024-04-29,14.91,1.4285714285714235,17,破MA20,14.01,False
600406,2024-04-01,2024-04-02,22.66,2024-04-03,22.41,-1.103265666372466,1,破平台止损,22.79,False
600111,2024-04-02,2024-04-03,20.09,2024-04-17,19.72,-1.8417122946739695,8,破平台止损,19.93,False
600690,2024-04-02,2024-04-03,23.97,2024-05-23,27.68,15.477680433875673,31,破MA20,23.09,False
603993,2024-04-02,2024-04-03,7.9,2024-04-24,8.04,1.7721518987341645,13,破MA20,7.27,False
002493,2024-04-03,2024-04-08,11.02,2024-04-17,10.58,-3.992740471869327,7,破MA20,10.52,False
601077,2024-04-03,2024-04-08,4.0,2024-04-10,3.99,-0.24999999999999467,2,破平台止损,4.01,False
000338,2024-04-10,2024-04-11,15.95,2024-04-24,15.74,-1.3166144200626895,9,破MA20,15.65,False
002648,2024-04-10,2024-04-11,17.69,2024-04-17,17.68,-0.056529112492942346,4,破平台止损,17.68,False
600011,2024-04-10,2024-04-11,8.69,2024-04-23,8.52,-1.9562715765247374,8,破MA20,8.44,False
600009,2024-04-11,2024-04-12,34.81,2024-04-15,34.37,-1.2640045963803637,1,破平台止损,34.85,False
600795,2024-04-11,2024-04-12,4.92,2024-04-19,4.66,-5.284552845528456,5,破平台止损,4.78,False
300433,2024-04-12,2024-04-15,12.88,2024-04-17,12.7,-1.3975155279503215,2,破平台止损,12.79,False
603195,2024-04-12,2024-04-15,46.51,2024-05-29,55.2,18.684153945388093,29,破MA20,46.66,False
600426,2024-04-17,2024-04-18,26.43,2024-05-16,27.59,4.388951948543318,17,破MA20,25.94,False
601633,2024-04-17,2024-04-18,24.54,2024-04-23,23.7,-3.4229828850855792,3,破平台止损,24.4,False
688009,2024-04-17,2024-04-18,5.65,2024-04-24,5.41,-4.2477876106194685,4,破平台止损,5.46,False
688187,2024-04-17,2024-04-18,49.75,2024-04-30,45.62,-8.301507537688446,8,破平台止损,46.73,False
300979,2024-04-19,2024-04-22,59.92,2024-04-24,57.24,-4.472630173564751,2,破平台止损,58.6,False
600036,2024-04-23,2024-04-24,29.42,2024-05-27,30.71,4.384772263766146,20,破MA20,29.35,False
600019,2024-04-24,2024-04-25,6.33,2024-05-06,6.26,-1.1058451816745696,4,破平台止损,6.25,False
600406,2024-04-24,2024-04-25,23.74,2024-04-26,23.51,-0.9688289806234041,1,破平台止损,23.74,False
601229,2024-04-24,2024-04-25,5.88,2024-06-06,6.36,8.163265306122458,27,破MA20,5.85,False
601727,2024-04-24,2024-04-25,4.44,2024-05-06,4.33,-2.4774774774774855,4,破平台止损,4.45,False
601919,2024-04-24,2024-04-25,9.25,2024-06-14,12.67,36.972972972972975,32,破MA20,9.11,False
601985,2024-04-24,2024-04-25,9.07,2024-04-29,8.82,-2.756339581036382,2,破MA20,8.92,False
000999,2024-04-25,2024-04-26,32.25,2024-04-30,31.93,-0.9922480620154994,2,破平台止损,31.9,False
600362,2024-04-25,2024-04-26,24.03,2024-05-08,23.79,-0.9987515605493269,5,破MA20,23.65,False
688169,2024-04-26,2024-04-29,190.88,2024-05-23,209.73,9.875314333612728,15,破MA20,176.75,False
600031,2024-04-29,2024-04-30,15.32,2024-05-29,15.69,2.415143603133152,18,破MA20,15.21,False
600309,2024-05-07,2024-05-08,88.64,2024-05-27,85.23,-3.8470216606498187,13,破MA20,83.6,False
601689,2024-05-07,2024-05-08,42.23,2024-05-09,40.85,-3.267819085957835,1,破平台止损,42.92,False
000999,2024-05-08,2024-05-09,32.63,2024-05-23,32.2,-1.3178057002758203,10,破MA20,31.9,False
600600,2024-05-08,2024-05-09,81.66,2024-05-14,80.23,-1.7511633602742993,3,破平台止损,80.77,False
000333,2024-05-09,2024-05-10,62.46,2024-05-21,59.84,-4.194684598142806,7,破平台止损,60.55,False
000651,2024-05-09,2024-05-10,36.87,2024-05-21,36.09,-2.115541090317319,7,破平台止损,36.37,False
000792,2024-05-09,2024-05-10,18.28,2024-05-24,17.31,-5.306345733041584,10,破平台止损,17.59,False
002594,2024-05-09,2024-05-10,73.87,2024-05-16,71.31,-3.4655475835927985,4,破平台止损,72.04,False
600660,2024-05-09,2024-05-10,45.98,2024-05-20,44.84,-2.4793388429751873,6,破平台止损,45.5,False
603501,2024-05-09,2024-05-10,103.31,2024-05-16,101.23,-2.013357854999509,4,破平台止损,101.62,False
000425,2024-05-10,2024-05-13,7.32,2024-05-30,6.87,-6.147540983606559,13,破MA20,6.82,False
002938,2024-05-10,2024-05-13,25.5,2024-07-18,35.47,39.09803921568626,47,破MA20,25.06,False
300760,2024-05-10,2024-05-13,285.56,2024-05-23,286.95,0.486762851940048,8,破平台止损,287.75,False
600809,2024-05-10,2024-05-13,253.27,2024-05-16,247.38,-2.3255813953488413,3,破平台止损,247.87,False
601628,2024-05-10,2024-05-13,30.31,2024-05-14,30.4,0.29693170570768146,1,破平台止损,30.46,False
300408,2024-05-13,2024-05-14,27.35,2024-05-15,26.97,-1.389396709323587,1,破平台止损,27.24,False
600000,2024-05-13,2024-05-14,7.46,2024-06-07,7.79,4.423592493297579,18,破MA20,7.21,False
600436,2024-05-13,2024-05-14,229.82,2024-05-17,228.93,-0.38725959446522795,3,破平台止损,230.02,False
600600,2024-05-15,2024-05-16,81.13,2024-05-24,79.59,-1.8981880931837725,6,破平台止损,80.77,False
300750,2024-05-16,2024-05-17,191.21,2024-05-28,190.98,-0.12028659588934065,7,破MA20,186.64,False
600372,2024-05-17,2024-05-20,12.13,2024-05-23,12.0,-1.0717230008244094,3,破平台止损,11.96,False
600809,2024-05-17,2024-05-20,249.25,2024-05-22,246.94,-0.9267803410230702,2,破平台止损,247.87,False
601633,2024-05-17,2024-05-20,26.73,2024-05-27,25.23,-5.611672278338942,5,破平台止损,25.74,False
002001,2024-05-20,2024-05-21,18.1,2024-05-27,17.78,-1.76795580110497,4,破MA20,17.55,False
