entry_date,entry_price,entry_shares,exit_date,exit_price,exit_reason,hold_days,industry,initial_atr,initial_stop,legs,period,platform,pnl_pct,score,signal_date,signal_kind,still_open,ts_code
2015-01-08,8.74418550044027,3700,2015-01-20,7.128412092750221,close 7.1352 <= stop 7.42713,12,801181.SI,0.4806586439683004,7.427126504255945,"[{""action"":""exit"",""forced"":false,""price"":7.128412092750221,""proceeds"":26355.343399618432,""reason"":""close 7.1352 <= stop 7.42713"",""rolled"":0,""shares"":3700,""trade_date"":""2015-01-20""}]",2015-2021,8.628773114176695,-18.60045183503677,93.732733160072,2015-01-07,shallow,False,600748.SH
2015-01-09,2.817218867880458,1300,2015-02-02,2.350444369182618,close 2.40568 <= stop 2.42502,24,801055.SI,0.1358893806859986,2.4250178098029824,"[{""action"":""exit"",""forced"":false,""price"":2.350444369182618,""proceeds"":3053.28599667745,""reason"":""close 2.40568 <= stop 2.42502"",""rolled"":0,""shares"":1300,""trade_date"":""2015-02-02""}]",2015-2021,2.764741261517979,-16.693680719852267,83.5438628255034,2015-01-08,shallow,False,600219.SH
2015-01-08,4.078874767513949,7100,2015-02-06,3.4662042777433353,close 3.51656 <= stop 3.53985,29,801181.SI,0.2572376782393057,3.3770313468691873,"[{""action"":""exit"",""forced"":false,""price"":3.4662042777433353,""proceeds"":24591.592834198695,""reason"":""close 3.51656 <= stop 3.53985"",""rolled"":0,""shares"":7100,""trade_date"":""2015-02-06""}]",2015-2021,4.020125542467452,-15.147949737285526,96.15377240363635,2015-01-07,shallow,False,601588.SH
2015-01-08,4.090287732633796,6200,2015-02-09,3.37084977175552,close 3.3978 <= stop 3.42602,32,801951.SI,0.24479752339247715,3.2950662786854776,"[{""action"":""exit"",""forced"":false,""price"":3.37084977175552,""proceeds"":20883.594133445564,""reason"":""close 3.3978 <= stop 3.42602"",""rolled"":0,""shares"":6200,""trade_date"":""2015-02-09""}]",2015-2021,3.9070600871666703,-17.712456764146246,84.96826039068239,2015-01-07,shallow,False,600188.SH
2015-01-08,6.230943824475127,4400,2015-02-09,5.105693209759788,close 5.12673 <= stop 5.32364,32,801179.SI,0.3770115377340647,5.104378664649139,"[{""action"":""exit"",""forced"":false,""price"":5.105693209759788,""proceeds"":22448.20133535086,""reason"":""close 5.12673 <= stop 5.32364"",""rolled"":0,""shares"":4400,""trade_date"":""2015-02-09""}]",2015-2021,6.046907508984301,-18.181891007904404,94.15610219554176,2015-01-07,shallow,False,601006.SH
2015-01-08,4.265564659779124,5600,2015-02-09,3.4829711435696473,close 3.49157 <= stop 3.61391,32,801179.SI,0.2825076594228714,3.387296936230851,"[{""action"":""exit"",""forced"":false,""price"":3.4829711435696473,""proceeds"":19490.009925187034,""reason"":""close 3.49157 <= stop 3.61391"",""rolled"":0,""shares"":5600,""trade_date"":""2015-02-09""}]",2015-2021,4.09356608478803,-18.469162241222303,94.65019870451836,2015-01-07,shallow,False,601333.SH
2015-01-08,2.521517027863777,12400,2015-02-09,2.200092879256966,close 2.22226 <= stop 2.25842,32,801782.SI,0.1324489164086688,2.1183513931888545,"[{""action"":""exit"",""forced"":false,""price"":2.200092879256966,""proceeds"":27260.690839009287,""reason"":""close 2.22226 <= stop 2.25842"",""rolled"":0,""shares"":12400,""trade_date"":""2015-02-09""}]",2015-2021,2.4494736842105262,-12.878033782355548,90.26750387493105,2015-01-07,shallow,False,601988.SH
2015-01-08,4.451839657258465,5800,2015-02-10,3.6633476803459155,close 3.66335 <= stop 3.76618,33,801971.SI,0.3160945712755619,3.5953140805680626,"[{""action"":""exit"",""forced"":false,""price"":3.6633476803459155,""proceeds"":21231.480983596804,""reason"":""close 3.66335 <= stop 3.76618"",""rolled"":0,""shares"":5800,""trade_date"":""2015-02-10""}]",2015-2021,4.3855505087569675,-17.83493884288978,92.67049027628768,2015-01-07,shallow,False,600008.SH
2015-02-09,10.532971996386632,1100,2015-03-04,10.547335140018067,close 10.5425 <= stop 10.5488,23,801181.SI,0.7023577235772358,9.107429990966578,"[{""action"":""exit"",""forced"":false,""price"":10.547335140018067,""proceeds"":11593.367102529357,""reason"":""close 10.5425 <= stop 10.5488"",""rolled"":0,""shares"":1100,""trade_date"":""2015-03-04""}]",2015-2021,10.863324299909667,-0.013728340108576376,88.1350271851647,2015-02-06,shallow,False,000732.SZ
2015-01-08,7.16253530408586,4000,2015-03-12,6.697975899077387,close 6.67024 <= stop 6.75327,63,801181.SI,0.4250371869704388,5.926599275089437,"[{""action"":""exit"",""forced"":false,""price"":6.697975899077387,""proceeds"":26771.809668612317,""reason"":""close 6.67024 <= stop 6.75327"",""rolled"":0,""shares"":4000,""trade_date"":""2015-03-12""}]",2015-2021,6.989192242515534,-6.626129144671022,97.31226287990576,2015-01-07,shallow,False,600376.SH
