capture_industry,cluster_active,financial_ann_date,financial_bad,financial_missing,is_st,membership_present,period,planned_entry_date,reasons,signal_date,signal_industry,ts_code
801783.SI,False,2015-03-19,False,False,False,True,2015-2021,2015-11-03,"[""cluster_inactive""]",2015-11-02,801783.SI,600000.SH
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-03,"[""cluster_inactive""]",2015-11-02,801161.SI,600098.SH
801203.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-03,"[""cluster_inactive""]",2015-11-02,801203.SI,600827.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-03,"[""cluster_inactive""]",2015-11-02,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-03,"[""cluster_inactive""]",2015-11-02,801971.SI,601158.SH
801095.SI,False,2015-03-26,False,False,False,True,2015-2021,2015-11-03,"[""cluster_inactive""]",2015-11-02,801095.SI,601238.SH
801181.SI,False,2015-03-10,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801181.SI,000024.SZ
801161.SI,False,2015-04-18,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801161.SI,000539.SZ
801055.SI,False,2015-04-29,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801055.SI,000630.SZ
801101.SI,False,2015-04-23,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801101.SI,000997.SZ
801713.SI,False,2015-02-28,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801713.SI,002162.SZ
801736.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801736.SI,002202.SZ
801113.SI,False,2015-04-01,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801113.SI,002242.SZ
801125.SI,False,2015-04-29,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801125.SI,002304.SZ
801074.SI,False,2015-03-24,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801074.SI,002367.SZ
801783.SI,False,2015-03-19,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801783.SI,600000.SH
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801161.SI,600098.SH
801203.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801203.SI,600827.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801971.SI,601158.SH
801095.SI,False,2015-03-26,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801095.SI,601238.SH
801142.SI,False,2015-04-15,False,False,False,True,2015-2021,2015-11-04,"[""cluster_inactive""]",2015-11-03,801142.SI,603008.SH
801161.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801161.SI,000027.SZ
801161.SI,False,2015-04-18,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801161.SI,000539.SZ
801161.SI,False,2015-03-21,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801161.SI,000543.SZ
801101.SI,False,2015-04-23,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801101.SI,000997.SZ
801074.SI,False,2015-03-20,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801074.SI,002073.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-11-05,"[""financial_bad"",""cluster_inactive""]",2015-11-04,801223.SI,002123.SZ
801039.SI,False,2015-02-12,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801039.SI,002130.SZ
801736.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801736.SI,002202.SZ
801113.SI,False,2015-04-01,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801113.SI,002242.SZ
801178.SI,False,2015-04-25,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801178.SI,002711.SZ
801082.SI,False,2015-03-19,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801082.SI,300078.SZ
801783.SI,False,2015-03-19,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801783.SI,600000.SH
801191.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801191.SI,600093.SH
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801161.SI,600098.SH
801179.SI,False,2015-03-17,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801179.SI,600269.SH
801181.SI,False,2015-02-17,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801181.SI,600325.SH
801231.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801231.SI,600676.SH
801203.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801203.SI,600827.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801971.SI,601158.SH
801142.SI,False,2015-04-15,False,False,False,True,2015-2021,2015-11-05,"[""cluster_inactive""]",2015-11-04,801142.SI,603008.SH
801161.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801161.SI,000027.SZ
801181.SI,False,2015-03-21,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801181.SI,000069.SZ
801161.SI,False,2015-04-18,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801161.SI,000539.SZ
801161.SI,False,2015-03-21,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801161.SI,000543.SZ
801055.SI,False,2015-04-29,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801055.SI,000630.SZ
801101.SI,False,2015-04-23,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801101.SI,000997.SZ
801074.SI,False,2015-03-20,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801074.SI,002073.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-11-06,"[""financial_bad"",""cluster_inactive""]",2015-11-05,801223.SI,002123.SZ
801039.SI,False,2015-02-12,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801039.SI,002130.SZ
801736.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801736.SI,002202.SZ
801113.SI,False,2015-04-01,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801113.SI,002242.SZ
801072.SI,False,2015-02-28,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801072.SI,002487.SZ
801178.SI,False,2015-04-25,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801178.SI,002711.SZ
801082.SI,False,2015-03-19,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801082.SI,300078.SZ
801783.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801783.SI,600015.SH
801191.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801191.SI,600093.SH
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801161.SI,600098.SH
801179.SI,False,2015-03-17,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801179.SI,600269.SH
801181.SI,False,2015-02-17,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801181.SI,600325.SH
801203.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801203.SI,600827.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801971.SI,601158.SH
801142.SI,False,2015-04-15,False,False,False,True,2015-2021,2015-11-06,"[""cluster_inactive""]",2015-11-05,801142.SI,603008.SH
801161.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801161.SI,000027.SZ
801181.SI,False,2015-03-21,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801181.SI,000069.SZ
801161.SI,False,2015-04-18,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801161.SI,000539.SZ
801161.SI,False,2015-03-21,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801161.SI,000543.SZ
801055.SI,False,2015-04-29,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801055.SI,000630.SZ
801971.SI,False,2015-04-21,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801971.SI,000685.SZ
801074.SI,False,2015-03-20,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801074.SI,002073.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-11-09,"[""financial_bad"",""cluster_inactive""]",2015-11-06,801223.SI,002123.SZ
801039.SI,False,2015-02-12,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801039.SI,002130.SZ
801736.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801736.SI,002202.SZ
801113.SI,False,2015-04-01,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801113.SI,002242.SZ
801072.SI,False,2015-02-28,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801072.SI,002487.SZ
801203.SI,False,2015-03-10,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801203.SI,002697.SZ
801178.SI,False,2015-04-25,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801178.SI,002711.SZ
801783.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801783.SI,600015.SH
801191.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801191.SI,600093.SH
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801161.SI,600098.SH
801181.SI,False,2015-03-31,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801181.SI,600158.SH
801181.SI,False,2015-02-17,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801181.SI,600325.SH
801161.SI,False,2015-04-25,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801161.SI,600674.SH
801231.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801231.SI,600676.SH
801203.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801203.SI,600827.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-09,"[""cluster_inactive""]",2015-11-06,801971.SI,601158.SH
801181.SI,False,2015-03-21,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801181.SI,000069.SZ
801161.SI,False,2015-04-18,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801161.SI,000539.SZ
801055.SI,False,2015-04-29,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801055.SI,000630.SZ
801971.SI,False,2015-04-21,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801971.SI,000685.SZ
801074.SI,False,2015-03-20,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801074.SI,002073.SZ
801039.SI,False,2015-02-12,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801039.SI,002130.SZ
801784.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801784.SI,002142.SZ
801736.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801736.SI,002202.SZ
801072.SI,False,2015-02-28,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801072.SI,002487.SZ
801178.SI,False,2015-04-25,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801178.SI,002711.SZ
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801161.SI,600098.SH
801181.SI,False,2015-03-31,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801181.SI,600158.SH
801161.SI,False,2015-04-25,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801161.SI,600674.SH
801231.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801231.SI,600676.SH
801181.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801181.SI,600748.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801971.SI,601158.SH
801782.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-10,"[""cluster_inactive""]",2015-11-09,801782.SI,601328.SH
801181.SI,False,2015-03-10,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801181.SI,000024.SZ
801161.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801161.SI,000027.SZ
801181.SI,False,2015-03-21,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801181.SI,000069.SZ
801161.SI,False,2015-04-18,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801161.SI,000539.SZ
801971.SI,False,2015-04-21,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801971.SI,000685.SZ
801074.SI,False,2015-03-20,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801074.SI,002073.SZ
801039.SI,False,2015-02-12,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801039.SI,002130.SZ
801784.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801784.SI,002142.SZ
801736.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801736.SI,002202.SZ
801072.SI,False,2015-02-28,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801072.SI,002487.SZ
801203.SI,False,2015-03-10,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801203.SI,002697.SZ
801178.SI,False,2015-04-25,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801178.SI,002711.SZ
801744.SI,False,2015-04-16,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801744.SI,300065.SZ
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801161.SI,600098.SH
801181.SI,False,2015-03-31,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801181.SI,600158.SH
801231.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801231.SI,600676.SH
801181.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801181.SI,600748.SH
801203.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801203.SI,600827.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801971.SI,601158.SH
801782.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-11,"[""cluster_inactive""]",2015-11-10,801782.SI,601328.SH
801161.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801161.SI,000027.SZ
801181.SI,False,2015-03-21,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801181.SI,000069.SZ
801161.SI,False,2015-04-18,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801161.SI,000539.SZ
801971.SI,False,2015-04-21,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801971.SI,000685.SZ
801074.SI,False,2015-03-20,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801074.SI,002073.SZ
801039.SI,False,2015-02-12,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801039.SI,002130.SZ
801784.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801784.SI,002142.SZ
801736.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801736.SI,002202.SZ
801125.SI,False,2015-04-29,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801125.SI,002304.SZ
801072.SI,False,2015-02-28,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801072.SI,002487.SZ
801203.SI,False,2015-03-10,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801203.SI,002697.SZ
801178.SI,False,2015-04-25,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801178.SI,002711.SZ
801744.SI,False,2015-04-16,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801744.SI,300065.SZ
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801161.SI,600098.SH
801181.SI,False,2015-03-31,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801181.SI,600158.SH
801231.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801231.SI,600676.SH
801181.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801181.SI,600748.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801971.SI,601158.SH
801782.SI,False,2015-03-27,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801782.SI,601328.SH
801142.SI,False,2015-04-15,False,False,False,True,2015-2021,2015-11-12,"[""cluster_inactive""]",2015-11-11,801142.SI,603008.SH
801161.SI,False,2015-04-18,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801161.SI,000539.SZ
801971.SI,False,2015-04-21,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801971.SI,000685.SZ
801074.SI,False,2015-03-20,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801074.SI,002073.SZ
801113.SI,False,2015-04-01,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801113.SI,002242.SZ
801125.SI,False,2015-04-29,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801125.SI,002304.SZ
801072.SI,False,2015-02-28,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801072.SI,002487.SZ
801203.SI,False,2015-03-10,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801203.SI,002697.SZ
801178.SI,False,2015-04-25,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801178.SI,002711.SZ
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801161.SI,600098.SH
801203.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801203.SI,600827.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801971.SI,601158.SH
801142.SI,False,2015-04-15,False,False,False,True,2015-2021,2015-11-13,"[""cluster_inactive""]",2015-11-12,801142.SI,603008.SH
801971.SI,False,2015-04-21,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801971.SI,000685.SZ
801074.SI,False,2015-03-20,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801074.SI,002073.SZ
801039.SI,False,2015-02-12,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801039.SI,002130.SZ
801736.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801736.SI,002202.SZ
801113.SI,False,2015-04-01,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801113.SI,002242.SZ
801125.SI,False,2015-04-29,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801125.SI,002304.SZ
801074.SI,False,2015-03-24,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801074.SI,002367.SZ
801203.SI,False,2015-03-10,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801203.SI,002697.SZ
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801161.SI,600098.SH
801203.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801203.SI,600827.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801971.SI,601158.SH
801142.SI,False,2015-04-15,False,False,False,True,2015-2021,2015-11-16,"[""cluster_inactive""]",2015-11-13,801142.SI,603008.SH
801971.SI,False,2015-03-07,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801971.SI,000598.SZ
801971.SI,False,2015-04-21,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801971.SI,000685.SZ
801074.SI,False,2015-03-20,False,False,False,True,2015-2021,2015-11-24,"[""cluster_inactive""]",2015-11-16,801074.SI,002073.SZ
801039.SI,False,2015-02-12,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801039.SI,002130.SZ
801736.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801736.SI,002202.SZ
801113.SI,False,2015-04-01,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801113.SI,002242.SZ
801125.SI,False,2015-04-29,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801125.SI,002304.SZ
801178.SI,False,2015-04-25,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801178.SI,002711.SZ
801744.SI,False,2015-04-16,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801744.SI,300065.SZ
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801161.SI,600098.SH
801203.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801203.SI,600827.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801971.SI,601158.SH
801142.SI,False,2015-04-15,False,False,False,True,2015-2021,2015-11-17,"[""cluster_inactive""]",2015-11-16,801142.SI,603008.SH
801971.SI,False,2015-03-07,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801971.SI,000598.SZ
801971.SI,False,2015-04-21,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801971.SI,000685.SZ
801039.SI,False,2015-02-12,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801039.SI,002130.SZ
801784.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801784.SI,002142.SZ
801736.SI,False,2015-03-28,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801736.SI,002202.SZ
801125.SI,False,2015-04-29,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801125.SI,002304.SZ
801744.SI,False,2015-04-16,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801744.SI,300065.SZ
801082.SI,False,2015-03-19,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801082.SI,300078.SZ
801161.SI,False,2015-04-24,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801161.SI,600098.SH
801724.SI,False,2015-04-14,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801724.SI,600667.SH
801203.SI,False,2015-04-17,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801203.SI,600827.SH
801161.SI,False,2015-04-28,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801161.SI,600863.SH
801971.SI,False,2015-04-03,False,False,False,True,2015-2021,2015-11-18,"[""cluster_inactive""]",2015-11-17,801971.SI,601158.SH
