params_id,chandelier_atr,cluster_hits,initial_stop_atr,weights,annual_excess,annual_return,benchmark_annual_return,ending_equity,expectancy,halted,max_dd,open_trades,profit_factor,trades,win_rate,selected
h2-s3-c3p5-wbase,3.5,2,3.0,base,-1.8692819748180378,2.593157157300374,4.462439132118412,597935.275514551,12.419104494745287,True,20.52341952488507,0,2.5442310423393932,66,51.515151515151516,False
h2-s3-c3p5-wrs_heavy,3.5,2,3.0,rs_heavy,-2.1340456878445435,2.3283934442738685,4.462439132118412,587236.5745927631,13.121742405176805,True,20.37276794147171,0,2.6344286870188904,62,50.0,False
h2-s3-c3p5-wcluster_heavy,3.5,2,3.0,cluster_heavy,-1.8125439088936046,2.6498952232248074,4.462439132118412,600249.5763056373,11.76903960005822,True,19.619345270197,0,2.5776291068341384,75,49.333333333333336,False
h3-s2-c2p5-wbase,2.5,3,2.0,base,-3.749927240603146,0.7125118915152662,4.462439132118412,525428.8323051435,5.92314978363694,True,18.775094571914934,0,2.038200298801757,103,42.71844660194174,False
h3-s2-c2p5-wrs_heavy,2.5,3,2.0,rs_heavy,-3.815277914673132,0.6471612174452801,4.462439132118412,523051.29416071693,8.39204113653506,True,17.780721296844124,0,2.6604390004225924,90,45.55555555555556,False
h3-s2-c2p5-wcluster_heavy,2.5,3,2.0,cluster_heavy,-4.411672136112488,0.05076699600592427,4.462439132118412,501776.24133513594,5.118316009203585,True,23.08610993935237,0,1.8127859517090392,100,42.0,False
h3-s2-c3-wbase,3.0,3,2.0,base,-3.1942784901005883,1.2681606420178237,4.462439132118412,546020.92092216,8.456074869268884,True,19.333263787976968,0,2.549961006565863,75,52.0,False
h3-s2-c3-wrs_heavy,3.0,3,2.0,rs_heavy,-2.633336363190919,1.829102768927493,4.462439132118412,567506.7765426679,9.497878191613625,True,19.14856748845444,0,2.5870914447503486,75,45.33333333333333,False
h3-s2-c3-wcluster_heavy,3.0,3,2.0,cluster_heavy,-3.0122155666274075,1.4502235654910045,4.462439132118412,552916.7469752058,7.536302640316829,True,19.525164012970762,0,2.3250148770303585,84,50.0,False
h3-s2-c3p5-wbase,3.5,3,2.0,base,-2.125346675475881,2.337092456642531,4.462439132118412,587585.4640574014,12.134199477012952,True,17.489253677224596,0,3.090334967651019,60,53.333333333333336,False
