benchmark_equity,strategy_asset,strategy_equity,strategy_executed_target_weight,strategy_shares,trade_date
532799.7419582501,,499764.54345014005,0.0,0,2015-03-20
543543.9494582501,,499764.54345014005,0.0,0,2015-03-23
542992.9644582501,,499764.54345014005,0.0,0,2015-03-24
539687.0544582501,,499764.54345014005,0.0,0,2015-03-25
540100.2932082501,,499764.54345014005,0.0,0,2015-03-26
544232.6807082501,,499764.54345014005,0.0,0,2015-03-27
561588.70820825,,499764.54345014005,0.0,0,2015-03-30
555390.1269582501,,499764.54345014005,0.0,0,2015-03-31
564481.3794582501,,499764.54345014005,0.0,0,2015-04-01
563654.9019582501,,499764.54345014005,0.0,0,2015-04-02
572746.1544582502,,499764.54345014005,0.0,0,2015-04-03
582801.6307082502,,499764.54345014005,0.0,0,2015-04-07
587485.0032082502,,499764.54345014005,0.0,0,2015-04-08
583214.8694582501,,499764.54345014005,0.0,0,2015-04-09
596851.74820825,,499764.54345014005,0.0,0,2015-04-10
601948.35945825,,499764.54345014005,0.0,0,2015-04-15
621646.0732082501,,499764.54345014005,0.0,0,2015-04-16
632390.2807082501,510300.SH,502883.2562963901,0.5,52600,2015-04-17
618615.6557082501,,502693.57971014007,0.0,0,2015-04-20
631701.54945825,,502693.57971014007,0.0,0,2015-04-21
648919.8307082502,,502693.57971014007,0.0,0,2015-04-22
648231.0994582501,,502693.57971014007,0.0,0,2015-04-23
645889.4132082501,,502693.57971014007,0.0,0,2015-04-24
659250.79945825,,502693.57971014007,0.0,0,2015-04-27
650710.5319582501,,502693.57971014007,0.0,0,2015-04-28
654291.9344582501,,502693.57971014007,0.0,0,2015-04-29
652914.47195825,510300.SH,501396.43113014003,0.5,50400,2015-04-30
656495.87445825,,501208.78805564006,0.0,0,2015-05-04
631563.80320825,,501208.78805564006,0.0,0,2015-05-05
624951.98320825,510300.SH,498073.87797876506,0.5,52100,2015-05-06
614070.02945825,510300.SH,493762.47272876505,0.5,52100,2015-05-07
623574.5207082501,510300.SH,497528.13047876506,0.5,52100,2015-05-08
644098.7119582501,159915.SZ,510634.17644439003,0.5,85700,2015-05-11
651537.0094582501,,511551.4021193901,0.0,0,2015-05-12
645476.17445825,,511551.4021193901,0.0,0,2015-05-13
643960.9657082502,,511551.4021193901,0.0,0,2015-05-14
632114.7882082502,,511551.4021193901,0.0,0,2015-05-15
627431.4157082501,,511551.4021193901,0.0,0,2015-05-18
649057.5769582501,,511551.4021193901,0.0,0,2015-05-19
652087.99445825,,511551.4021193901,0.0,0,2015-05-20
665449.3807082501,,511551.4021193901,0.0,0,2015-05-21
679774.9907082501,,511551.4021193901,0.0,0,2015-05-22
701263.4057082501,,511551.4021193901,0.0,0,2015-05-25
711594.3744582501,,511551.4021193901,0.0,0,2015-05-26
711594.3744582501,,511551.4021193901,0.0,0,2015-05-27
663383.1869582501,,511551.4021193901,0.0,0,2015-05-28
663796.42570825,,511551.4021193901,0.0,0,2015-05-29
698508.4807082501,159915.SZ,524143.7549193901,0.5,75200,2015-06-01
710354.6582082501,,525069.6737193901,0.0,0,2015-06-02
704431.5694582502,,525069.6737193901,0.0,0,2015-06-03
712420.8519582502,,525069.6737193901,0.0,0,2015-06-04
713522.8219582501,,525069.6737193901,0.0,0,2015-06-05
731016.5957082501,,525069.6737193901,0.0,0,2015-06-08
725093.5069582501,,525069.6737193901,0.0,0,2015-06-09
724404.7757082501,,525069.6737193901,0.0,0,2015-06-10
724542.5219582501,,525069.6737193901,0.0,0,2015-06-11
729914.6257082501,,525069.6737193901,0.0,0,2015-06-12
712420.8519582502,,525069.6737193901,0.0,0,2015-06-15
693687.3619582502,,525069.6737193901,0.0,0,2015-06-16
704018.33070825,159915.SZ,536869.8842193901,0.5,77400,2015-06-17
676331.33445825,159915.SZ,519454.88421939005,0.5,77400,2015-06-18
634180.98195825,,511527.9632193901,0.0,0,2015-06-19
656633.6207082501,159915.SZ,516040.16446939006,0.5,81100,2015-06-23
671096.9769582502,159915.SZ,515310.26446939004,0.5,81100,2015-06-24
646991.38320825,159915.SZ,501604.36446939,0.5,81100,2015-06-25
598780.1957082502,159915.SZ,480275.0644693901,0.5,81100,2015-06-26
576189.8107082502,159915.SZ,467911.32546939,0.25,43400,2015-06-29
617789.1782082501,159915.SZ,472678.85746939003,0.125,23800,2015-06-30
578256.0044582501,159915.SZ,468561.45746939,0.125,23800,2015-07-01
565996.5882082501,159915.SZ,466419.45746939,0.125,23800,2015-07-02
539962.54695825,159915.SZ,466110.05746939,0.125,23800,2015-07-03
554563.6494582501,159915.SZ,463087.45746939,0.125,23800,2015-07-06
530182.56320825,,461024.38421939,0.0,0,2015-07-07
477150.2569582501,,461024.38421939,0.0,0,2015-07-08
524810.4594582501,,461024.38421939,0.0,0,2015-07-09
577154.0344582502,,461024.38421939,0.0,0,2015-07-10
583352.6157082501,,461024.38421939,0.0,0,2015-07-13
572332.9157082501,,461024.38421939,0.0,0,2015-07-14
543543.9494582501,,461024.38421939,0.0,0,2015-07-15
556078.85820825,,461024.38421939,0.0,0,2015-07-16
578669.2432082501,,461024.38421939,0.0,0,2015-07-17
577016.2882082501,,461024.38421939,0.0,0,2015-07-20
580597.6907082502,,461024.38421939,0.0,0,2015-07-21
577842.7657082501,159915.SZ,461808.01571938995,0.125,21200,2015-07-22
593545.8382082501,159915.SZ,463207.21571938996,0.125,21200,2015-07-23
581148.67570825,159915.SZ,461511.21571938996,0.125,21200,2015-07-24
523983.98195825005,159915.SZ,455702.41571939,0.125,21200,2015-07-27
530044.8169582501,159915.SZ,454197.21571938996,0.125,21200,2015-07-28
549467.0382082501,159915.SZ,461277.11466938996,0.25,46600,2015-07-29
530595.80195825,159915.SZ,453215.31466939,0.25,46600,2015-07-30
530595.80195825,159915.SZ,451724.11466938996,0.25,46600,2015-07-31
530733.5482082501,159915.SZ,445759.31466939,0.25,46600,2015-08-03
551808.7244582501,159915.SZ,455172.51466939,0.25,46600,2015-08-04
539549.30820825,159915.SZ,451258.11466938996,0.25,46600,2015-08-05
533626.2194582501,159915.SZ,450885.31466939,0.25,46600,2015-08-06
544645.91945825,159915.SZ,455964.71466939,0.25,46600,2015-08-07
571506.4382082501,159915.SZ,463560.51466939,0.25,46600,2015-08-10
564756.8719582501,159915.SZ,460904.31466939,0.25,46600,2015-08-11
558971.52945825,159915.SZ,457362.71466939,0.25,46600,2015-08-12
566547.5732082501,159915.SZ,460578.11466938996,0.25,46600,2015-08-13
565170.1107082502,159915.SZ,459040.31466939,0.25,46600,2015-08-14
566134.3344582501,159915.SZ,458108.31466939,0.25,46600,2015-08-17
527289.8919582501,510500.SH,449234.730547435,0.25,45800,2015-08-18
539411.5619582501,510500.SH,452765.109047435,0.25,45800,2015-08-19
525636.9369582501,510500.SH,448528.65484743495,0.25,45800,2015-08-20
499465.14945825003,510500.SH,443316.532407435,0.25,45800,2015-08-21
449601.0069582501,510500.SH,433431.47260743496,0.25,45800,2015-08-24
411032.0569582501,510500.SH,424534.918787435,0.25,45800,2015-08-25
422602.7419582501,,424474.88630576,0.0,0,2015-08-26
448774.5294582501,,424474.88630576,0.0,0,2015-08-27
468747.7357082501,,424474.88630576,0.0,0,2015-08-28
467783.5119582501,,424474.88630576,0.0,0,2015-08-31
465992.8107082501,,424474.88630576,0.0,0,2015-09-01
464615.34820825007,,424474.88630576,0.0,0,2015-09-02
453182.4094582501,,424474.88630576,0.0,0,2015-09-07
465441.82570825005,,424474.88630576,0.0,0,2015-09-08
474257.58570825006,,424474.88630576,0.0,0,2015-09-09
465855.06445825,,424474.88630576,0.0,0,2015-09-10
466819.2882082501,,424474.88630576,0.0,0,2015-09-11
450427.4844582501,,424474.88630576,0.0,0,2015-09-14
437203.8444582501,,424474.88630576,0.0,0,2015-09-15
460896.19945825014,,424474.88630576,0.0,0,2015-09-16
451942.69320825004,,424474.88630576,0.0,0,2015-09-17
451804.94695825,,424474.88630576,0.0,0,2015-09-18
460069.72195825004,,424474.88630576,0.0,0,2015-09-21
463651.1244582501,,424474.88630576,0.0,0,2015-09-22
452906.9169582501,,424474.88630576,0.0,0,2015-09-23
456763.81195825007,,424474.88630576,0.0,0,2015-09-24
446846.0819582501,,424474.88630576,0.0,0,2015-09-25
449463.26070825005,510500.SH,426090.85829924006,0.25,61100,2015-09-28
440785.24695825,510500.SH,424960.52051924006,0.25,61100,2015-09-29
443815.66445825004,510500.SH,425063.27849924006,0.25,61100,2015-09-30
459794.2294582501,510500.SH,429481.87163924,0.25,61100,2015-10-08
465579.5719582501,,429073.36585291504,0.0,0,2015-10-09
485001.7932082501,,429073.36585291504,0.0,0,2015-10-12
481558.1369582501,,429073.36585291504,0.0,0,2015-10-13
476323.77945825004,159915.SZ,427157.546352915,0.25,48300,2015-10-14
488583.1957082501,159915.SZ,432760.34635291505,0.25,48300,2015-10-15
495332.7619582501,159915.SZ,434257.64635291504,0.25,48300,2015-10-16
494506.2844582501,159915.SZ,432567.14635291504,0.25,48300,2015-10-19
500980.3582082501,159915.SZ,437252.246352915,0.25,48300,2015-10-20
485966.01695825014,159915.SZ,428992.946352915,0.25,48300,2015-10-21
492164.59820825007,159915.SZ,435175.34635291505,0.25,48300,2015-10-22
500842.61195825005,159915.SZ,438991.046352915,0.25,48300,2015-10-23
501669.0894582501,159915.SZ,437590.34635291505,0.25,48300,2015-10-26
501944.58195825,159915.SZ,439812.14635291504,0.25,48300,2015-10-27
493128.8219582501,159915.SZ,435754.946352915,0.25,48300,2015-10-28
493817.5532082501,159915.SZ,435368.546352915,0.25,48300,2015-10-29
493955.29945825005,159915.SZ,435223.64635291504,0.25,48300,2015-10-30
485690.52445825003,159915.SZ,433388.246352915,0.25,48300,2015-11-02
481971.3757082501,159915.SZ,433098.446352915,0.25,48300,2015-11-03
510898.0882082501,159915.SZ,441985.64635291504,0.25,48300,2015-11-04
519025.11695825006,510500.SH,441487.22042097757,0.25,52500,2015-11-05
531422.27945825,510500.SH,444180.20267097757,0.25,52500,2015-11-06
536932.12945825,510500.SH,445504.62017097755,0.25,52500,2015-11-09
535416.92070825,510500.SH,445578.19892097753,0.25,52500,2015-11-10
534728.1894582501,510500.SH,447844.42442097754,0.25,52500,2015-11-11
529218.3394582501,510500.SH,448197.60242097755,0.25,52500,2015-11-12
524121.72820825,510500.SH,445798.93517097755,0.25,52500,2015-11-13
527152.1457082501,510500.SH,446393.8528605775,0.125,25700,2015-11-16
525223.6982082501,510500.SH,445457.37056057755,0.125,25700,2015-11-17
520678.0719582501,510500.SH,444592.92536057753,0.125,25700,2015-11-18
528529.60820825,510500.SH,446393.8528605775,0.125,25700,2015-11-19
527014.3994582501,510500.SH,446890.90885057754,0.125,25700,2015-11-20
524397.2207082501,510500.SH,446256.9823705775,0.125,25700,2015-11-23
524810.4594582501,510500.SH,446941.3348205775,0.125,25700,2015-11-24
527978.62320825,510500.SH,447748.15034057753,0.125,25700,2015-11-25
525499.1907082502,510500.SH,447207.87209057756,0.125,25700,2015-11-26
497123.4632082501,510500.SH,443721.27645057754,0.125,25700,2015-11-27
497261.2094582501,510500.SH,443670.85048057756,0.125,25700,2015-11-30
501118.1044582501,510500.SH,444031.0359805775,0.125,25700,2015-12-01
522606.51945825014,510500.SH,444052.64711057756,0.125,25700,2015-12-02
523708.4894582501,510300.SH,444204.8627132026,0.125,14000,2015-12-03
513790.75945825013,510300.SH,443148.9827132026,0.125,14000,2015-12-04
514617.23695825005,510300.SH,443236.9727132026,0.125,14000,2015-12-07
507178.93945825007,510300.SH,442445.06271320255,0.125,14000,2015-12-08
507867.67070825,510300.SH,442518.38771320257,0.125,14000,2015-12-09
506903.4469582501,510300.SH,442415.7327132026,0.125,14000,2015-12-10
504424.0144582501,510300.SH,442151.76271320257,0.125,14000,2015-12-11
519851.5944582501,510300.SH,443794.24271320255,0.125,14000,2015-12-14
514892.7294582501,510300.SH,443266.30271320255,0.125,14000,2015-12-15
515030.4757082501,510300.SH,443280.9677132026,0.125,14000,2015-12-16
524672.71320825,510300.SH,444307.5177132026,0.125,14000,2015-12-17
526601.1607082501,510300.SH,444512.82771320257,0.125,14000,2015-12-18
540375.7857082501,510300.SH,445979.32771320257,0.125,14000,2015-12-21
541064.5169582501,510300.SH,446052.6527132026,0.125,14000,2015-12-22
540375.7857082501,510300.SH,445979.32771320257,0.125,14000,2015-12-23
533901.7119582501,510300.SH,445290.07271320256,0.125,14000,2015-12-24
536656.6369582501,510300.SH,445583.37271320255,0.125,14000,2015-12-25
520540.3257082501,510300.SH,443867.56771320256,0.125,14000,2015-12-28
525361.4444582501,510300.SH,444380.8427132026,0.125,14000,2015-12-29
525223.6982082501,510300.SH,444366.17771320255,0.125,14000,2015-12-30
520540.3257082501,159915.SZ,442694.3256144526,0.125,21300,2015-12-31
487067.9869582501,159915.SZ,437731.4256144526,0.125,21300,2016-01-04
485966.01695825014,159915.SZ,437071.1256144526,0.125,21300,2016-01-05
493542.06070825004,159915.SZ,438050.9256144526,0.125,21300,2016-01-06
480042.92820825,159915.SZ,433258.4256144526,0.125,21300,2016-01-07
469574.21320825006,159915.SZ,433876.1256144526,0.125,21300,2016-01-08
445468.61945825006,,432607.70528945257,0.0,0,2016-01-11
448636.78320825,,432607.70528945257,0.0,0,2016-01-12
442438.2019582501,,432607.70528945257,0.0,0,2016-01-13
449876.4994582501,,432607.70528945257,0.0,0,2016-01-14
436652.8594582501,,432607.70528945257,0.0,0,2016-01-15
436928.35195825004,,432607.70528945257,0.0,0,2016-01-18
449463.26070825005,,432607.70528945257,0.0,0,2016-01-19
443612.14190825005,,432607.70528945257,0.0,0,2016-01-20
430877.39260825,,432607.70528945257,0.0,0,2016-01-21
435075.66160825005,,432607.70528945257,0.0,0,2016-01-22
436754.96920825006,,432607.70528945257,0.0,0,2016-01-25
412125.12440825003,,432607.70528945257,0.0,0,2016-01-26
407646.9708082501,,432607.70528945257,0.0,0,2016-01-27
398830.60590825,,432607.70528945257,0.0,0,2016-01-28
410165.9322082501,,432607.70528945257,0.0,0,2016-01-29
405687.7786082501,,432607.70528945257,0.0,0,2016-02-01
414364.20120825,,432607.70528945257,0.0,0,2016-02-02
412405.0090082501,,432607.70528945257,0.0,0,2016-02-03
417862.75870825,,432607.70528945257,0.0,0,2016-02-04
412964.77820825006,,432607.70528945257,0.0,0,2016-02-05
411425.41290825006,,432607.70528945257,0.0,0,2016-02-15
423040.62380825,,432607.70528945257,0.0,0,2016-02-16
427378.83510825003,,432607.70528945257,0.0,0,2016-02-17
426819.06590825005,,432607.70528945257,0.0,0,2016-02-18
425699.52750825003,,432607.70528945257,0.0,0,2016-02-19
434515.8924082501,,432607.70528945257,0.0,0,2016-02-22
431157.27720825,159915.SZ,431365.1527894526,0.25,50500,2016-02-23
434375.9501082501,159915.SZ,430355.1527894526,0.25,50500,2016-02-24
406667.37470825005,159915.SZ,420204.6527894526,0.25,50500,2016-02-25
410585.75910825003,159915.SZ,420507.6527894526,0.25,50500,2016-02-26
400929.74040825,,419628.22053945257,0.0,0,2016-02-29
408486.62460825004,,419628.22053945257,0.0,0,2016-03-01
426819.06590825005,,419628.22053945257,0.0,0,2016-03-02
425839.46980825,,419628.22053945257,0.0,0,2016-03-03
431017.3349082501,,419628.22053945257,0.0,0,2016-03-04
434375.9501082501,,419628.22053945257,0.0,0,2016-03-07
432836.5848082501,,419628.22053945257,0.0,0,2016-03-08
426399.23900825,,419628.22053945257,0.0,0,2016-03-09
420661.60470825003,,419628.22053945257,0.0,0,2016-03-10
419821.95090825006,,419628.22053945257,0.0,0,2016-03-11
428918.20040825004,,419628.22053945257,0.0,0,2016-03-14
427518.77740825,,419628.22053945257,0.0,0,2016-03-15
430317.62340825005,,419628.22053945257,0.0,0,2016-03-16
437314.7384082501,,419628.22053945257,0.0,0,2016-03-17
443472.1996082501,,419628.22053945257,0.0,0,2016-03-18
453268.16060825,159915.SZ,420348.0280394526,0.25,49900,2016-03-21
450189.43000825006,159915.SZ,419499.7280394526,0.25,49900,2016-03-22
451029.0838082501,159915.SZ,421944.8280394526,0.25,49900,2016-03-23
444031.9688082501,159915.SZ,419549.6280394526,0.25,49900,2016-03-24
445851.2187082501,159915.SZ,419499.7280394526,0.25,49900,2016-03-25
441652.94970825,159915.SZ,418202.3280394526,0.25,49900,2016-03-28
438014.44990825,159915.SZ,416505.7280394526,0.25,49900,2016-03-29
450049.48770825,159915.SZ,421246.2280394526,0.25,49900,2016-03-30
449209.83390825003,159915.SZ,420497.7280394526,0.25,49900,2016-03-31
450609.25690825004,159915.SZ,419399.9280394526,0.25,49900,2016-04-01
454947.46820825,159915.SZ,422942.8280394526,0.25,49900,2016-04-05
454107.8144082501,159915.SZ,423591.5280394526,0.25,49900,2016-04-06
448510.12240825006,159915.SZ,421795.1280394526,0.25,49900,2016-04-07
444731.68030825007,159915.SZ,420797.1280394526,0.25,49900,2016-04-08
449629.6608082501,159915.SZ,423042.6280394526,0.25,49900,2016-04-11
449069.89160825004,159915.SZ,422643.4280394526,0.25,49900,2016-04-12
454807.52590825007,159915.SZ,423391.9280394526,0.25,49900,2016-04-13
456486.83350825007,159915.SZ,425138.4280394526,0.25,49900,2016-04-14
456906.66040825006,159915.SZ,424290.1280394526,0.25,49900,2016-04-15
450469.31460825005,159915.SZ,422543.6280394526,0.25,49900,2016-04-18
451029.0838082501,159915.SZ,422593.5280394526,0.25,49900,2016-04-19
443192.31500825,159915.SZ,416056.6280394526,0.25,49900,2016-04-20
441093.18050825,159915.SZ,414709.3280394526,0.25,49900,2016-04-21
443052.37270825007,159915.SZ,416455.8280394526,0.25,49900,2016-04-22
441652.94970825,159915.SZ,415707.3280394526,0.25,49900,2016-04-25
444171.9111082501,159915.SZ,417254.2280394526,0.25,49900,2016-04-26
442072.77660825005,159915.SZ,416605.5280394526,0.25,49900,2016-04-27
441792.8920082501,159915.SZ,416954.8280394526,0.25,49900,2016-04-28
441233.1228082501,159915.SZ,416206.3280394526,0.25,49900,2016-04-29
449769.60310825,510300.SH,418043.4618493576,0.25,30900,2016-05-03
448090.29550825007,510300.SH,417648.8564893576,0.25,30900,2016-05-04
448090.29550825007,510300.SH,417648.8564893576,0.25,30900,2016-05-05
437874.5076082501,510300.SH,415248.3405493576,0.25,30900,2016-05-06
428918.20040825004,510300.SH,413143.7786293576,0.25,30900,2016-05-09
428498.37350825005,510300.SH,413045.1272893576,0.25,30900,2016-05-10
430177.68110825005,510300.SH,413439.7326493576,0.25,30900,2016-05-11
431717.04640825005,,412936.7752342576,0.0,0,2016-05-12
430177.68110825005,,412936.7752342576,0.0,0,2016-05-13
431856.98870825,,412936.7752342576,0.0,0,2016-05-16
431157.27720825,,412936.7752342576,0.0,0,2016-05-17
428358.43120825005,,412936.7752342576,0.0,0,2016-05-18
427518.77740825,,412936.7752342576,0.0,0,2016-05-19
430317.62340825005,,412936.7752342576,0.0,0,2016-05-20
431017.3349082501,,412936.7752342576,0.0,0,2016-05-23
428358.43120825005,,412936.7752342576,0.0,0,2016-05-24
428078.54660825,,412936.7752342576,0.0,0,2016-05-25
428078.54660825,,412936.7752342576,0.0,0,2016-05-26
428358.43120825005,,412936.7752342576,0.0,0,2016-05-27
428638.31580825004,,412936.7752342576,0.0,0,2016-05-30
443612.14190825005,,412936.7752342576,0.0,0,2016-05-31
441792.8920082501,,412936.7752342576,0.0,0,2016-06-01
442212.71890825,,412936.7752342576,0.0,0,2016-06-02
447390.58400825004,510300.SH,413966.74215507763,0.25,30600,2016-06-03
444731.68030825007,510300.SH,413348.01627507765,0.25,30600,2016-06-06
444731.68030825007,510300.SH,413348.01627507765,0.25,30600,2016-06-07
444171.9111082501,510300.SH,413217.75819507765,0.25,30600,2016-06-08
429617.91190825007,510300.SH,409831.04811507766,0.25,30600,2016-06-13
431437.16180825006,510300.SH,410254.3868750777,0.25,30600,2016-06-14
437174.7961082501,510300.SH,411589.5321950777,0.25,30600,2016-06-15
434515.8924082501,,411480.71785149764,0.0,0,2016-06-16
436335.14230825,,411480.71785149764,0.0,0,2016-06-17
436475.08460825,,411480.71785149764,0.0,0,2016-06-20
435495.4885082501,510300.SH,410781.0031588976,0.25,30800,2016-06-21
438154.39220825,510300.SH,411403.7729988976,0.25,30800,2016-06-22
436754.96920825006,510300.SH,411075.99939889763,0.25,30800,2016-06-23
432136.8733082501,510300.SH,409994.3465188976,0.25,30800,2016-06-24
437594.62300825,,409689.1892972976,0.0,0,2016-06-27
439833.69980825,,409689.1892972976,0.0,0,2016-06-28
441792.8920082501,,409689.1892972976,0.0,0,2016-06-29
442492.60350825003,,409689.1892972976,0.0,0,2016-06-30
442072.77660825005,510300.SH,409515.43651193765,0.25,30400,2016-07-01
449489.71850825,510300.SH,411230.0755519376,0.25,30400,2016-07-04
450609.25690825004,510300.SH,411488.8889919376,0.25,30400,2016-07-05
452848.33370825,510300.SH,412006.5158719376,0.25,30400,2016-07-06
453408.10290825006,510300.SH,412135.92259193765,0.25,30400,2016-07-07
451728.79530825006,510300.SH,411747.7024319376,0.25,30400,2016-07-08
452848.33370825,510300.SH,412006.5158719376,0.25,30400,2016-07-11
464323.6023082501,510300.SH,414659.35363193764,0.25,30400,2016-07-12
465303.19840825,510300.SH,414885.8153919376,0.25,30400,2016-07-13
464603.48690825,510500.SH,415267.01786894765,0.25,55000,2016-07-14
465163.25610825006,510500.SH,415020.35386894766,0.25,55000,2016-07-15
463483.94850825,510500.SH,414604.10836894764,0.25,55000,2016-07-18
461104.92940825,510500.SH,414573.27536894765,0.25,55000,2016-07-19
460125.33330825,510500.SH,414403.6938689476,0.25,55000,2016-07-20
462644.2947082501,510500.SH,414897.02186894766,0.25,55000,2016-07-21
458585.96800825006,510500.SH,414234.11236894765,0.25,55000,2016-07-22
458446.02570825,510500.SH,414388.27736894763,0.25,55000,2016-07-25
464323.6023082501,510500.SH,415852.84486894764,0.25,55000,2016-07-26
455787.12200825004,510500.SH,411227.8948689476,0.25,55000,2016-07-27
457046.60270825005,510500.SH,411705.8063689476,0.25,55000,2016-07-28
455507.23740825005,510500.SH,410996.6473689476,0.25,55000,2016-07-29
451728.79530825006,510500.SH,409501.24686894764,0.25,55000,2016-08-01
452848.33370825,510500.SH,410457.0698689476,0.25,55000,2016-08-02
453408.10290825006,510500.SH,410796.2328689476,0.25,55000,2016-08-03
454807.52590825007,510500.SH,411397.47636894765,0.25,55000,2016-08-04
456626.77580825,510500.SH,411073.72986894764,0.25,55000,2016-08-05
460405.21790825005,,410767.6738026976,0.0,0,2016-08-08
462504.35240825,510300.SH,411345.7004977126,0.25,29300,2016-08-09
461104.92940825,510300.SH,411033.8898977126,0.25,29300,2016-08-10
460545.16020825005,510300.SH,410909.1656577126,0.25,29300,2016-08-11
468661.81360825,510300.SH,412717.6671377126,0.25,29300,2016-08-12
482516.10130825004,510300.SH,415804.59207771264,0.25,29300,2016-08-15
481116.67830825003,510300.SH,415492.7814777126,0.25,29300,2016-08-16
479997.13990825,510300.SH,415243.3329977126,0.25,29300,2016-08-17
479297.42840825004,510300.SH,415087.4276977126,0.25,29300,2016-08-18
478737.65920825006,510300.SH,414962.7034577126,0.25,29300,2016-08-19
475379.04400825006,510300.SH,414214.3580177126,0.25,29300,2016-08-22
475658.92860825005,510300.SH,414276.7201377126,0.25,29300,2016-08-23
473699.73640825006,510300.SH,413840.1852977126,0.25,29300,2016-08-24
471180.7750082501,510300.SH,413278.92621771264,0.25,29300,2016-08-25
470621.0058082501,510300.SH,413154.2019777126,0.25,29300,2016-08-26
470481.06350825005,510300.SH,413123.0209177126,0.25,29300,2016-08-29
472440.25570825004,510300.SH,413559.55575771263,0.25,29300,2016-08-30
474399.44790825003,510300.SH,413996.0905977126,0.25,29300,2016-08-31
469361.52510825003,510300.SH,412873.57243771263,0.25,29300,2016-09-01
471460.65960825,510300.SH,413341.28833771264,0.25,29300,2016-09-02
472440.25570825004,510300.SH,413559.55575771263,0.25,29300,2016-09-05
476498.5824082501,510300.SH,414463.8064977126,0.25,29300,2016-09-06
476778.46700825007,510300.SH,414526.1686177126,0.25,29300,2016-09-07
476078.75550825003,510500.SH,414854.8734126877,0.25,54400,2016-09-08
473699.73640825006,510500.SH,413848.4842926876,0.25,54400,2016-09-09
464323.6023082501,510500.SH,411027.54509268765,0.25,54400,2016-09-12
464323.6023082501,510500.SH,411469.74637268763,0.25,54400,2016-09-13
461524.7563082501,510500.SH,410829.31693268765,0.25,54400,2016-09-14
464463.5446082501,510500.SH,412049.1825326877,0.25,54400,2016-09-19
463903.77540825005,510500.SH,411850.9543726876,0.25,54400,2016-09-20
465723.02530825004,510500.SH,412140.67245268764,0.25,54400,2016-09-21
468801.75590825005,510500.SH,412689.61197268765,0.25,54400,2016-09-22
467682.21750825003,510500.SH,412521.8804526876,0.25,54400,2016-09-23
459845.4487082501,510500.SH,410570.09549268766,0.25,54400,2016-09-26
462224.46780825005,510500.SH,411134.2833326876,0.25,54400,2016-09-27
461524.7563082501,510500.SH,411012.29677268764,0.25,54400,2016-09-28
463623.89080825,510500.SH,411545.98797268764,0.25,54400,2016-09-29
465023.31380825007,510500.SH,411957.69261268765,0.25,54400,2016-09-30
470341.12120825,510500.SH,413894.22925268766,0.25,54400,2016-10-10
471460.65960825,510500.SH,414214.44397268764,0.25,54400,2016-10-11
470341.12120825,510500.SH,414138.20237268764,0.25,54400,2016-10-12
470341.12120825,510500.SH,414260.1889326876,0.25,54400,2016-10-13
471740.54420825,510500.SH,414061.9607726877,0.25,54400,2016-10-14
467402.33290825004,510500.SH,413269.04813268763,0.25,54400,2016-10-17
473279.90950825,510500.SH,414793.8801326876,0.25,54400,2016-10-18
473000.0249082501,510500.SH,414336.43053268763,0.25,54400,2016-10-19
472300.31340825005,510500.SH,414397.42381268763,0.25,54400,2016-10-20
474679.3325082501,510500.SH,414244.9406126877,0.25,54400,2016-10-21
480416.96680825,510500.SH,415053.1015726876,0.25,54400,2016-10-24
479157.48610825004,510500.SH,415434.30957268766,0.25,54400,2016-10-25
477758.06310825003,510500.SH,414992.1082926877,0.25,54400,2016-10-26
477058.35160825006,510500.SH,414793.8801326876,0.25,54400,2016-10-27
476358.64010825,510500.SH,414000.96749268763,0.25,54400,2016-10-28
475379.04400825006,510500.SH,413635.00781268766,0.25,54400,2016-10-31
478317.83230825,510500.SH,414717.6385326877,0.25,54400,2016-11-01
475099.15940825007,510500.SH,413680.75277268764,0.25,54400,2016-11-02
478737.65920825006,510500.SH,414183.9473326877,0.25,54400,2016-11-03
477198.29390825005,510500.SH,413863.7326126876,0.25,54400,2016-11-04
477618.12080825004,510500.SH,413939.97421268764,0.25,54400,2016-11-07
480137.08220825007,510500.SH,414626.14861268766,0.25,54400,2016-11-08
478317.83230825,510500.SH,413665.5044526877,0.25,54400,2016-11-09
483215.81280825,510500.SH,415190.3364526876,0.25,54400,2016-11-10
487414.0818082501,510500.SH,416013.74573268765,0.25,54400,2016-11-11
488113.7933082501,510500.SH,416227.22221268766,0.25,54400,2016-11-14
487554.02410825004,510500.SH,416608.43021268764,0.25,54400,2016-11-15
487693.96640825004,510500.SH,416715.1684526876,0.25,54400,2016-11-16
488813.50480825006,510500.SH,416730.41677268763,0.25,54400,2016-11-17
487134.19720825006,510500.SH,416242.4705326876,0.25,54400,2016-11-18
489373.27400825004,510500.SH,416227.22221268766,0.25,54400,2016-11-21
494271.25450825004,510500.SH,417172.6180526876,0.25,54400,2016-11-22
495110.90830825,510500.SH,416516.9402926876,0.25,54400,2016-11-23
496510.33130825,510500.SH,416318.7121326877,0.25,54400,2016-11-24
501968.08100825,510500.SH,416837.15501268767,0.25,54400,2016-11-25
504207.15780825005,510500.SH,417126.87309268763,0.25,54400,2016-11-28
508125.54220825003,510500.SH,416516.9402926876,0.25,54400,2016-11-29
503507.44630825,510500.SH,415876.51085268764,0.25,54400,2016-11-30
