population,signal_date,ts_code,streak,gain_bucket,horizon,target_date,price_date,gross_return,net_return,status
s7_control,2021-06-02,002493.SZ,2,gt_1_5,10,2021-06-17,2021-06-17,-0.15628245067497404,-0.15778245067497404,valid
s7_control,2021-06-02,002601.SZ,2,gt_1_5,1,2021-06-03,2021-06-03,-0.023982152816508506,-0.025482152816508508,valid
s7_control,2021-06-02,002601.SZ,2,gt_1_5,3,2021-06-07,2021-06-07,0.02398215281650873,0.022482152816508727,valid
s7_control,2021-06-02,002601.SZ,2,gt_1_5,5,2021-06-09,2021-06-09,0.012548800892359324,0.011048800892359325,valid
s7_control,2021-06-02,002601.SZ,2,gt_1_5,10,2021-06-17,2021-06-17,-0.003904071388733943,-0.0054040713887339425,valid
s7_control,2021-06-02,002601.SZ,3,gt_1_5,1,2021-06-03,2021-06-03,-0.023982152816508506,-0.025482152816508508,valid
s7_control,2021-06-02,002601.SZ,3,gt_1_5,3,2021-06-07,2021-06-07,0.02398215281650873,0.022482152816508727,valid
s7_control,2021-06-02,002601.SZ,3,gt_1_5,5,2021-06-09,2021-06-09,0.012548800892359324,0.011048800892359325,valid
s7_control,2021-06-02,002601.SZ,3,gt_1_5,10,2021-06-17,2021-06-17,-0.003904071388733943,-0.0054040713887339425,valid
s7_control,2021-06-02,002648.SZ,2,le_1_5,1,2021-06-03,2021-06-03,0.02658715928518207,0.02508715928518207,valid
s7_control,2021-06-02,002648.SZ,2,le_1_5,3,2021-06-07,2021-06-07,0.08754839202183184,0.08604839202183184,valid
s7_control,2021-06-02,002648.SZ,2,le_1_5,5,2021-06-09,2021-06-09,0.07230808383766951,0.07080808383766951,valid
s7_control,2021-06-02,002648.SZ,2,le_1_5,10,2021-06-17,2021-06-17,0.0790138194387009,0.07751381943870089,valid
s7_control,2021-06-02,002648.SZ,3,le_1_5,1,2021-06-03,2021-06-03,0.02658715928518207,0.02508715928518207,valid
s7_control,2021-06-02,002648.SZ,3,le_1_5,3,2021-06-07,2021-06-07,0.08754839202183184,0.08604839202183184,valid
s7_control,2021-06-02,002648.SZ,3,le_1_5,5,2021-06-09,2021-06-09,0.07230808383766951,0.07080808383766951,valid
s7_control,2021-06-02,002648.SZ,3,le_1_5,10,2021-06-17,2021-06-17,0.0790138194387009,0.07751381943870089,valid
s7_control,2021-06-02,300347.SZ,2,le_1_5,1,2021-06-03,2021-06-03,-0.01840220385674929,-0.01990220385674929,valid
s7_control,2021-06-02,300347.SZ,2,le_1_5,3,2021-06-07,2021-06-07,0.024793388429751984,0.023293388429751982,valid
s7_control,2021-06-02,300347.SZ,2,le_1_5,5,2021-06-09,2021-06-09,0.01763085399449027,0.01613085399449027,valid
s7_control,2021-06-02,300347.SZ,2,le_1_5,10,2021-06-17,2021-06-17,0.020771349862259036,0.019271349862259035,valid
s7_control,2021-06-02,300347.SZ,3,le_1_5,1,2021-06-03,2021-06-03,-0.01840220385674929,-0.01990220385674929,valid
s7_control,2021-06-02,300347.SZ,3,le_1_5,3,2021-06-07,2021-06-07,0.024793388429751984,0.023293388429751982,valid
s7_control,2021-06-02,300347.SZ,3,le_1_5,5,2021-06-09,2021-06-09,0.01763085399449027,0.01613085399449027,valid
s7_control,2021-06-02,300347.SZ,3,le_1_5,10,2021-06-17,2021-06-17,0.020771349862259036,0.019271349862259035,valid
s7_control,2021-06-02,300529.SZ,2,gt_1_5,1,2021-06-03,2021-06-03,0.00900208584916018,0.00750208584916018,valid
s7_control,2021-06-02,300529.SZ,2,gt_1_5,3,2021-06-07,2021-06-07,0.004940169063563538,0.0034401690635635375,valid
s7_control,2021-06-02,300529.SZ,2,gt_1_5,5,2021-06-09,2021-06-09,-0.007794488966956004,-0.009294488966956003,valid
s7_control,2021-06-02,300529.SZ,2,gt_1_5,10,2021-06-17,2021-06-17,-0.08014052036447483,-0.08164052036447483,valid
s7_control,2021-06-02,600018.SH,2,le_1_5,1,2021-06-03,2021-06-03,0.09725158562367864,0.09575158562367864,valid
s7_control,2021-06-02,600018.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.010570824524313016,-0.012070824524313016,valid
s7_control,2021-06-02,600018.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.008456659619450413,-0.009956659619450412,valid
s7_control,2021-06-02,600018.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.02114164904862581,-0.02264164904862581,valid
s7_control,2021-06-02,600025.SH,2,le_1_5,1,2021-06-03,2021-06-03,-0.007259528130671544,-0.008759528130671544,valid
s7_control,2021-06-02,600025.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.014519056261343088,-0.01601905626134309,valid
s7_control,2021-06-02,600025.SH,2,le_1_5,5,2021-06-09,2021-06-09,0.025408348457350405,0.023908348457350403,valid
s7_control,2021-06-02,600025.SH,2,le_1_5,10,2021-06-17,2021-06-17,0.04900181488203259,0.04750181488203259,valid
s7_control,2021-06-02,600025.SH,3,le_1_5,1,2021-06-03,2021-06-03,-0.007259528130671544,-0.008759528130671544,valid
s7_control,2021-06-02,600025.SH,3,le_1_5,3,2021-06-07,2021-06-07,-0.014519056261343088,-0.01601905626134309,valid
s7_control,2021-06-02,600025.SH,3,le_1_5,5,2021-06-09,2021-06-09,0.025408348457350405,0.023908348457350403,valid
s7_control,2021-06-02,600025.SH,3,le_1_5,10,2021-06-17,2021-06-17,0.04900181488203259,0.04750181488203259,valid
s7_control,2021-06-02,600029.SH,2,le_1_5,1,2021-06-03,2021-06-03,-0.007751937984496027,-0.009251937984496026,valid
s7_control,2021-06-02,600029.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.01705426356589157,-0.01855426356589157,valid
s7_control,2021-06-02,600029.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.023255813953488413,-0.024755813953488415,valid
s7_control,2021-06-02,600029.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.051162790697674376,-0.05266279069767438,valid
s7_control,2021-06-02,600104.SH,2,le_1_5,1,2021-06-03,2021-06-03,-0.008333333333333304,-0.009833333333333303,valid
s7_control,2021-06-02,600104.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.01666666666666672,-0.01816666666666672,valid
s7_control,2021-06-02,600104.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.0186274509803922,-0.020127450980392203,valid
s7_control,2021-06-02,600104.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.0063725490196079315,-0.007872549019607931,valid
s7_control,2021-06-02,600346.SH,2,le_1_5,1,2021-06-03,2021-06-03,-0.0642881184786267,-0.0657881184786267,valid
s7_control,2021-06-02,600346.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.0629417704476608,-0.0644417704476608,valid
s7_control,2021-06-02,600346.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.06765398855604188,-0.06915398855604188,valid
s7_control,2021-06-02,600346.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.19454729047458774,-0.19604729047458774,valid
s7_control,2021-06-02,600426.SH,2,gt_1_5,1,2021-06-03,2021-06-03,-0.0179533213644526,-0.019453321364452603,valid
s7_control,2021-06-02,600426.SH,2,gt_1_5,3,2021-06-07,2021-06-07,-0.008976660682226356,-0.010476660682226356,valid
s7_control,2021-06-02,600426.SH,2,gt_1_5,5,2021-06-09,2021-06-09,0.01376421304608022,0.01226421304608022,valid
s7_control,2021-06-02,600426.SH,2,gt_1_5,10,2021-06-17,2021-06-17,-0.021543985637342833,-0.023043985637342834,valid
s7_control,2021-06-02,600663.SH,2,gt_1_5,1,2021-06-03,2021-06-03,0.10040160642570273,0.09890160642570273,valid
s7_control,2021-06-02,600663.SH,2,gt_1_5,3,2021-06-07,2021-06-07,0.053815261044176665,0.052315261044176664,valid
s7_control,2021-06-02,600663.SH,2,gt_1_5,5,2021-06-09,2021-06-09,0.20722891566265056,0.20572891566265056,valid
s7_control,2021-06-02,600663.SH,2,gt_1_5,10,2021-06-17,2021-06-17,0.08112449799196808,0.07962449799196808,valid
s7_control,2021-06-02,600663.SH,3,gt_1_5,1,2021-06-03,2021-06-03,0.10040160642570273,0.09890160642570273,valid
s7_control,2021-06-02,600663.SH,3,gt_1_5,3,2021-06-07,2021-06-07,0.053815261044176665,0.052315261044176664,valid
s7_control,2021-06-02,600663.SH,3,gt_1_5,5,2021-06-09,2021-06-09,0.20722891566265056,0.20572891566265056,valid
s7_control,2021-06-02,600663.SH,3,gt_1_5,10,2021-06-17,2021-06-17,0.08112449799196808,0.07962449799196808,valid
s7_control,2021-06-02,600674.SH,2,le_1_5,1,2021-06-03,2021-06-03,-0.015025041736226985,-0.016525041736226986,valid
s7_control,2021-06-02,600674.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.02170283806343909,-0.02320283806343909,valid
s7_control,2021-06-02,600674.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.0008347245409014992,-0.002334724540901499,valid
s7_control,2021-06-02,600674.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.018363939899833093,-0.019863939899833094,valid
s7_control,2021-06-02,600674.SH,3,le_1_5,1,2021-06-03,2021-06-03,-0.015025041736226985,-0.016525041736226986,valid
s7_control,2021-06-02,600674.SH,3,le_1_5,3,2021-06-07,2021-06-07,-0.02170283806343909,-0.02320283806343909,valid
s7_control,2021-06-02,600674.SH,3,le_1_5,5,2021-06-09,2021-06-09,-0.0008347245409014992,-0.002334724540901499,valid
s7_control,2021-06-02,600674.SH,3,le_1_5,10,2021-06-17,2021-06-17,-0.018363939899833093,-0.019863939899833094,valid
s7_control,2021-06-02,600690.SH,2,le_1_5,1,2021-06-03,2021-06-03,-0.022772277227722793,-0.024272277227722794,valid
s7_control,2021-06-02,600690.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.038943894389438904,-0.040443894389438906,valid
s7_control,2021-06-02,600690.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.05841584158415836,-0.05991584158415836,valid
s7_control,2021-06-02,600690.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.12376237623762376,-0.12526237623762376,valid
s7_control,2021-06-02,600733.SH,2,gt_1_5,1,2021-06-03,2021-06-03,-0.0417633410672853,-0.0432633410672853,valid
s7_control,2021-06-02,600733.SH,2,gt_1_5,3,2021-06-07,2021-06-07,-0.11194895591647314,-0.11344895591647314,valid
s7_control,2021-06-02,600733.SH,2,gt_1_5,5,2021-06-09,2021-06-09,-0.1020881670533641,-0.1035881670533641,valid
s7_control,2021-06-02,600733.SH,2,gt_1_5,10,2021-06-17,2021-06-17,-0.16299303944315535,-0.16449303944315535,valid
s7_control,2021-06-02,600733.SH,3,gt_1_5,1,2021-06-03,2021-06-03,-0.0417633410672853,-0.0432633410672853,valid
s7_control,2021-06-02,600733.SH,3,gt_1_5,3,2021-06-07,2021-06-07,-0.11194895591647314,-0.11344895591647314,valid
s7_control,2021-06-02,600733.SH,3,gt_1_5,5,2021-06-09,2021-06-09,-0.1020881670533641,-0.1035881670533641,valid
s7_control,2021-06-02,600733.SH,3,gt_1_5,10,2021-06-17,2021-06-17,-0.16299303944315535,-0.16449303944315535,valid
s7_control,2021-06-02,600919.SH,2,le_1_5,1,2021-06-03,2021-06-03,0.010282776349614275,0.008782776349614276,valid
s7_control,2021-06-02,600919.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.007712082262210873,-0.009212082262210873,valid
s7_control,2021-06-02,600919.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.0025706940874036244,-0.004070694087403624,valid
s7_control,2021-06-02,600919.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.024421593830334376,-0.025921593830334377,valid
s7_control,2021-06-02,601018.SH,2,le_1_5,1,2021-06-03,2021-06-03,0.03170731707317076,0.03020731707317076,valid
s7_control,2021-06-02,601018.SH,2,le_1_5,3,2021-06-07,2021-06-07,0.004878048780487809,0.003378048780487809,valid
s7_control,2021-06-02,601018.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.004878048780487809,-0.006378048780487809,valid
s7_control,2021-06-02,601018.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.014634146341463317,-0.016134146341463318,valid
s7_control,2021-06-02,601088.SH,2,le_1_5,1,2021-06-03,2021-06-03,0.014384920634920695,0.012884920634920695,valid
s7_control,2021-06-02,601088.SH,2,le_1_5,3,2021-06-07,2021-06-07,0.00694444444444442,0.00544444444444442,valid
s7_control,2021-06-02,601088.SH,2,le_1_5,5,2021-06-09,2021-06-09,0.018849206349206282,0.01734920634920628,valid
s7_control,2021-06-02,601088.SH,2,le_1_5,10,2021-06-17,2021-06-17,0.007936507936507908,0.006436507936507909,valid
s7_control,2021-06-02,601088.SH,3,le_1_5,1,2021-06-03,2021-06-03,0.014384920634920695,0.012884920634920695,valid
s7_control,2021-06-02,601088.SH,3,le_1_5,3,2021-06-07,2021-06-07,0.00694444444444442,0.00544444444444442,valid
s7_control,2021-06-02,601088.SH,3,le_1_5,5,2021-06-09,2021-06-09,0.018849206349206282,0.01734920634920628,valid
s7_control,2021-06-02,601088.SH,3,le_1_5,10,2021-06-17,2021-06-17,0.007936507936507908,0.006436507936507909,valid
s7_control,2021-06-02,601111.SH,2,le_1_5,1,2021-06-03,2021-06-03,0.0,-0.0015,valid
s7_control,2021-06-02,601111.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.017584994138335253,-0.019084994138335254,valid
s7_control,2021-06-02,601111.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.018757327080891062,-0.020257327080891063,valid
s7_control,2021-06-02,601111.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.042203985932004695,-0.043703985932004696,valid
s7_control,2021-06-02,601225.SH,2,le_1_5,1,2021-06-03,2021-06-03,0.009151414309484407,0.007651414309484407,valid
s7_control,2021-06-02,601225.SH,2,le_1_5,3,2021-06-07,2021-06-07,0.012479201331114798,0.010979201331114798,valid
s7_control,2021-06-02,601225.SH,2,le_1_5,5,2021-06-09,2021-06-09,0.02911813643926786,0.02761813643926786,valid
s7_control,2021-06-02,601225.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.0033277870216305017,-0.004827787021630501,valid
s7_control,2021-06-02,601233.SH,2,gt_1_5,1,2021-06-03,2021-06-03,-0.0379355977062199,-0.039435597706219905,valid
s7_control,2021-06-02,601233.SH,2,gt_1_5,3,2021-06-07,2021-06-07,-0.02029113365681523,-0.02179113365681523,valid
s7_control,2021-06-02,601233.SH,2,gt_1_5,5,2021-06-09,2021-06-09,0.011027790030877727,0.009527790030877727,valid
s7_control,2021-06-02,601233.SH,2,gt_1_5,10,2021-06-17,2021-06-17,-0.02117335685928534,-0.022673356859285343,valid
s7_control,2021-06-02,601233.SH,3,gt_1_5,1,2021-06-03,2021-06-03,-0.0379355977062199,-0.039435597706219905,valid
s7_control,2021-06-02,601233.SH,3,gt_1_5,3,2021-06-07,2021-06-07,-0.02029113365681523,-0.02179113365681523,valid
s7_control,2021-06-02,601233.SH,3,gt_1_5,5,2021-06-09,2021-06-09,0.011027790030877727,0.009527790030877727,valid
s7_control,2021-06-02,601233.SH,3,gt_1_5,10,2021-06-17,2021-06-17,-0.02117335685928534,-0.022673356859285343,valid
s7_control,2021-06-02,601238.SH,2,gt_1_5,1,2021-06-03,2021-06-03,-0.022462562396006636,-0.023962562396006637,valid
s7_control,2021-06-02,601238.SH,2,gt_1_5,3,2021-06-07,2021-06-07,-0.04492512479201316,-0.04642512479201316,valid
s7_control,2021-06-02,601238.SH,2,gt_1_5,5,2021-06-09,2021-06-09,-0.04591831687575787,-0.04741831687575787,valid
s7_control,2021-06-02,601238.SH,2,gt_1_5,10,2021-06-17,2021-06-17,-0.02569043666817672,-0.02719043666817672,valid
s7_control,2021-06-02,601633.SH,2,le_1_5,1,2021-06-03,2021-06-03,-0.01544502617801069,-0.01694502617801069,valid
s7_control,2021-06-02,601633.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.00026178010471233915,-0.0017617801047123392,valid
s7_control,2021-06-02,601633.SH,2,le_1_5,5,2021-06-09,2021-06-09,0.049738219895287816,0.048238219895287815,valid
s7_control,2021-06-02,601633.SH,2,le_1_5,10,2021-06-17,2021-06-17,0.05235602094240832,0.05085602094240832,valid
s7_control,2021-06-02,601633.SH,3,le_1_5,1,2021-06-03,2021-06-03,-0.01544502617801069,-0.01694502617801069,valid
s7_control,2021-06-02,601633.SH,3,le_1_5,3,2021-06-07,2021-06-07,-0.00026178010471233915,-0.0017617801047123392,valid
s7_control,2021-06-02,601633.SH,3,le_1_5,5,2021-06-09,2021-06-09,0.049738219895287816,0.048238219895287815,valid
s7_control,2021-06-02,601633.SH,3,le_1_5,10,2021-06-17,2021-06-17,0.05235602094240832,0.05085602094240832,valid
s7_control,2021-06-02,601808.SH,2,gt_1_5,1,2021-06-03,2021-06-03,-0.007874015748031371,-0.00937401574803137,valid
s7_control,2021-06-02,601808.SH,2,gt_1_5,3,2021-06-07,2021-06-07,0.0006561679790026975,-0.0008438320209973025,valid
s7_control,2021-06-02,601808.SH,2,gt_1_5,5,2021-06-09,2021-06-09,0.04855643044619429,0.047056430446194286,valid
s7_control,2021-06-02,601808.SH,2,gt_1_5,10,2021-06-17,2021-06-17,0.029634549150566958,0.028134549150566956,valid
s7_control,2021-06-02,601898.SH,2,le_1_5,1,2021-06-03,2021-06-03,0.04557640750670244,0.04407640750670244,valid
s7_control,2021-06-02,601898.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.013404825737265313,-0.014904825737265313,valid
s7_control,2021-06-02,601898.SH,2,le_1_5,5,2021-06-09,2021-06-09,0.009383378016085908,0.007883378016085909,valid
s7_control,2021-06-02,601898.SH,2,le_1_5,10,2021-06-17,2021-06-17,0.031007390948582625,0.029507390948582624,valid
s7_control,2021-06-02,601988.SH,2,le_1_5,1,2021-06-03,2021-06-03,-0.0029761904761904656,-0.004476190476190465,valid
s7_control,2021-06-02,601988.SH,2,le_1_5,3,2021-06-07,2021-06-07,-0.006117985251843594,-0.007617985251843594,valid
s7_control,2021-06-02,601988.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.009283214598175382,-0.010783214598175382,valid
s7_control,2021-06-02,601988.SH,2,le_1_5,10,2021-06-17,2021-06-17,-0.02510936132983388,-0.02660936132983388,valid
s7_control,2021-06-02,688012.SH,2,le_1_5,1,2021-06-03,2021-06-03,-0.03895822812206917,-0.04045822812206917,valid
s7_control,2021-06-02,688012.SH,2,le_1_5,3,2021-06-07,2021-06-07,0.0082966596926628,0.0067966596926628,valid
s7_control,2021-06-02,688012.SH,2,le_1_5,5,2021-06-09,2021-06-09,-0.03448524637472039,-0.03598524637472039,valid
s7_control,2021-06-02,688012.SH,2,le_1_5,10,2021-06-17,2021-06-17,0.10872231440732993,0.10722231440732993,valid
s7_control,2021-06-02,688012.SH,3,le_1_5,1,2021-06-03,2021-06-03,-0.03895822812206917,-0.04045822812206917,valid
s7_control,2021-06-02,688012.SH,3,le_1_5,3,2021-06-07,2021-06-07,0.0082966596926628,0.0067966596926628,valid
s7_control,2021-06-02,688012.SH,3,le_1_5,5,2021-06-09,2021-06-09,-0.03448524637472039,-0.03598524637472039,valid
s7_control,2021-06-02,688012.SH,3,le_1_5,10,2021-06-17,2021-06-17,0.10872231440732993,0.10722231440732993,valid
s7_control,2021-06-02,688126.SH,2,le_1_5,1,2021-06-03,2021-06-03,-0.015855855855855916,-0.017355855855855917,valid
s7_control,2021-06-02,688126.SH,2,le_1_5,3,2021-06-07,2021-06-07,0.018018018018018056,0.016518018018018055,valid
s7_control,2021-06-02,688126.SH,2,le_1_5,5,2021-06-09,2021-06-09,0.007927927927927847,0.006427927927927847,valid
s7_control,2021-06-02,688126.SH,2,le_1_5,10,2021-06-17,2021-06-17,0.08612612612612613,0.08462612612612613,valid
s7_control,2021-06-02,688126.SH,3,le_1_5,1,2021-06-03,2021-06-03,-0.015855855855855916,-0.017355855855855917,valid
s7_control,2021-06-02,688126.SH,3,le_1_5,3,2021-06-07,2021-06-07,0.018018018018018056,0.016518018018018055,valid
s7_control,2021-06-02,688126.SH,3,le_1_5,5,2021-06-09,2021-06-09,0.007927927927927847,0.006427927927927847,valid
s7_control,2021-06-02,688126.SH,3,le_1_5,10,2021-06-17,2021-06-17,0.08612612612612613,0.08462612612612613,valid
s7_control,2021-06-17,000001.SZ,2,le_1_5,1,2021-06-18,2021-06-18,-0.019480519480519654,-0.020980519480519655,valid
s7_control,2021-06-17,000001.SZ,2,le_1_5,3,2021-06-22,2021-06-22,-0.005627705627705648,-0.007127705627705648,valid
s7_control,2021-06-17,000001.SZ,2,le_1_5,5,2021-06-24,2021-06-24,-0.0008658008658011251,-0.002365800865801125,valid
s7_control,2021-06-17,000001.SZ,2,le_1_5,10,2021-07-01,2021-07-01,0.0043290043290042934,0.0028290043290042934,valid
s7_control,2021-06-17,000002.SZ,2,le_1_5,1,2021-06-18,2021-06-18,-0.017199999999999882,-0.018699999999999883,valid
s7_control,2021-06-17,000002.SZ,2,le_1_5,3,2021-06-22,2021-06-22,-0.03079999999999994,-0.03229999999999994,valid
s7_control,2021-06-17,000002.SZ,2,le_1_5,5,2021-06-24,2021-06-24,-0.026800000000000046,-0.028300000000000047,valid
s7_control,2021-06-17,000002.SZ,2,le_1_5,10,2021-07-01,2021-07-01,-0.0008000000000000229,-0.002300000000000023,valid
s7_control,2021-06-17,000166.SZ,2,le_1_5,1,2021-06-18,2021-06-18,0.0021645021645020357,0.0006645021645020357,valid
s7_control,2021-06-17,000166.SZ,2,le_1_5,3,2021-06-22,2021-06-22,0.0021645021645020357,0.0006645021645020357,valid
s7_control,2021-06-17,000166.SZ,2,le_1_5,5,2021-06-24,2021-06-24,0.010822510822510845,0.009322510822510845,valid
s7_control,2021-06-17,000166.SZ,2,le_1_5,10,2021-07-01,2021-07-01,0.0021645021645020357,0.0006645021645020357,valid
s7_control,2021-06-17,001979.SZ,2,le_1_5,1,2021-06-18,2021-06-18,-0.01981981981981973,-0.02131981981981973,valid
s7_control,2021-06-17,001979.SZ,2,le_1_5,3,2021-06-22,2021-06-22,-0.006306306306306353,-0.0078063063063063525,valid
s7_control,2021-06-17,001979.SZ,2,le_1_5,5,2021-06-24,2021-06-24,-0.014414414414414378,-0.01591441441441438,valid
s7_control,2021-06-17,001979.SZ,2,le_1_5,10,2021-07-01,2021-07-01,0.032432432432432545,0.030932432432432544,valid
s7_control,2021-06-17,002304.SZ,2,le_1_5,1,2021-06-18,2021-06-18,-0.024028130494237243,-0.025528130494237244,valid
s7_control,2021-06-17,002304.SZ,2,le_1_5,3,2021-06-22,2021-06-22,-0.026665364328970487,-0.028165364328970488,valid
s7_control,2021-06-17,002304.SZ,2,le_1_5,5,2021-06-24,2021-06-24,-0.00825356514944331,-0.009753565149443309,valid
s7_control,2021-06-17,002304.SZ,2,le_1_5,10,2021-07-01,2021-07-01,0.007179136550107268,0.005679136550107268,valid
s7_control,2021-06-17,002736.SZ,2,le_1_5,1,2021-06-18,2021-06-18,0.006685768863419206,0.005185768863419206,valid
s7_control,2021-06-17,002736.SZ,2,le_1_5,3,2021-06-22,2021-06-22,0.009551098376313183,0.008051098376313183,valid
s7_control,2021-06-17,002736.SZ,2,le_1_5,5,2021-06-24,2021-06-24,0.011461318051575908,0.009961318051575909,valid
s7_control,2021-06-17,002736.SZ,2,le_1_5,10,2021-07-01,2021-07-01,0.0725883476599809,0.0710883476599809,valid
s7_control,2021-06-17,300146.SZ,2,le_1_5,1,2021-06-18,2021-06-18,-0.02625635234330881,-0.02775635234330881,valid
s7_control,2021-06-17,300146.SZ,2,le_1_5,3,2021-06-22,2021-06-22,0.020609824957650957,0.019109824957650956,valid
s7_control,2021-06-17,300146.SZ,2,le_1_5,5,2021-06-24,2021-06-24,-0.05138339920948609,-0.05288339920948609,valid
s7_control,2021-06-17,300146.SZ,2,le_1_5,10,2021-07-01,2021-07-01,-0.1236589497459063,-0.1251589497459063,valid
s7_control,2021-06-17,300146.SZ,3,le_1_5,1,2021-06-18,2021-06-18,-0.02625635234330881,-0.02775635234330881,valid
s7_control,2021-06-17,300146.SZ,3,le_1_5,3,2021-06-22,2021-06-22,0.020609824957650957,0.019109824957650956,valid
s7_control,2021-06-17,300146.SZ,3,le_1_5,5,2021-06-24,2021-06-24,-0.05138339920948609,-0.05288339920948609,valid
s7_control,2021-06-17,300146.SZ,3,le_1_5,10,2021-07-01,2021-07-01,-0.1236589497459063,-0.1251589497459063,valid
s7_control,2021-06-17,600048.SH,2,le_1_5,1,2021-06-18,2021-06-18,-0.009309542280838023,-0.010809542280838023,valid
s7_control,2021-06-17,600048.SH,2,le_1_5,3,2021-06-22,2021-06-22,-0.04577191621411947,-0.04727191621411947,valid
s7_control,2021-06-17,600048.SH,2,le_1_5,5,2021-06-24,2021-06-24,-0.0380139643134213,-0.0395139643134213,valid
s7_control,2021-06-17,600048.SH,2,le_1_5,10,2021-07-01,2021-07-01,-0.027152831652443976,-0.028652831652443977,valid
s7_control,2021-06-17,600188.SH,2,le_1_5,1,2021-06-18,2021-06-18,-0.02631578947368418,-0.027815789473684183,valid
s7_control,2021-06-17,600188.SH,2,le_1_5,3,2021-06-22,2021-06-22,-0.046052631578947345,-0.047552631578947346,valid
s7_control,2021-06-17,600188.SH,2,le_1_5,5,2021-06-24,2021-06-24,0.028947368421052833,0.02744736842105283,valid
s7_control,2021-06-17,600188.SH,2,le_1_5,10,2021-07-01,2021-07-01,-0.023026315789473673,-0.024526315789473674,valid
s7_control,2021-06-17,600436.SH,2,gt_1_5,1,2021-06-18,2021-06-18,-0.0055494168201351,-0.0070494168201351,valid
s7_control,2021-06-17,600436.SH,2,gt_1_5,3,2021-06-22,2021-06-22,0.05637814610190284,0.054878146101902836,valid
s7_control,2021-06-17,600436.SH,2,gt_1_5,5,2021-06-24,2021-06-24,0.052179251074278676,0.050679251074278675,valid
s7_control,2021-06-17,600436.SH,2,gt_1_5,10,2021-07-01,2021-07-01,0.1235294987825779,0.1220294987825779,valid
s7_control,2021-06-17,600547.SH,2,le_1_5,1,2021-06-18,2021-06-18,-0.00462012320328542,-0.00612012320328542,valid
s7_control,2021-06-17,600547.SH,2,le_1_5,3,2021-06-22,2021-06-22,-0.0015400410677617327,-0.0030400410677617327,valid
s7_control,2021-06-17,600547.SH,2,le_1_5,5,2021-06-24,2021-06-24,-0.006160164271047153,-0.007660164271047152,valid
s7_control,2021-06-17,600547.SH,2,le_1_5,10,2021-07-01,2021-07-01,-0.004106776180698213,-0.005606776180698212,valid
s7_control,2021-06-17,600887.SH,2,le_1_5,1,2021-06-18,2021-06-18,-0.01256544502617818,-0.014065445026178179,valid
s7_control,2021-06-17,600887.SH,2,le_1_5,3,2021-06-22,2021-06-22,-0.030890052356020936,-0.03239005235602094,valid
s7_control,2021-06-17,600887.SH,2,le_1_5,5,2021-06-24,2021-06-24,-0.02774869109947642,-0.02924869109947642,valid
s7_control,2021-06-17,600887.SH,2,le_1_5,10,2021-07-01,2021-07-01,-0.03141361256544517,-0.03291361256544517,valid
s7_control,2021-06-17,600958.SH,2,le_1_5,1,2021-06-18,2021-06-18,0.02212855637513167,0.020628556375131668,valid
s7_control,2021-06-17,600958.SH,2,le_1_5,3,2021-06-22,2021-06-22,0.015806111696522684,0.014306111696522685,valid
s7_control,2021-06-17,600958.SH,2,le_1_5,5,2021-06-24,2021-06-24,0.02950474183350882,0.028004741833508817,valid
s7_control,2021-06-17,600958.SH,2,le_1_5,10,2021-07-01,2021-07-01,0.02212855637513167,0.020628556375131668,valid
s7_control,2021-06-17,601006.SH,2,le_1_5,1,2021-06-18,2021-06-18,-0.006106870229007577,-0.007606870229007577,valid
s7_control,2021-06-17,601006.SH,2,le_1_5,3,2021-06-22,2021-06-22,-0.009160305343511421,-0.01066030534351142,valid
